#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Started Offset,Host Connected,End of File
109,03-18-2025 07:10:12,0.53,95.09,-0.16,,,,
110,03-18-2025 07:20:12,0.88,95.25,0.20,,,,
111,03-18-2025 07:30:12,0.98,94.67,0.22,,,,
112,03-18-2025 07:40:12,1.12,94.02,0.27,,,,
113,03-18-2025 07:50:12,1.03,91.53,-0.20,,,,
114,03-18-2025 08:00:12,0.92,90.19,-0.51,,,,
115,03-18-2025 08:10:12,0.61,90.68,-0.74,,,,
116,03-18-2025 08:20:12,0.43,91.56,-0.79,,,,
117,03-18-2025 08:30:12,0.45,92.64,-0.61,,,,
118,03-18-2025 08:40:12,1.21,93.98,0.35,,,,
119,03-18-2025 08:50:12,2.02,93.52,1.09,,,,
120,03-18-2025 09:00:12,2.74,90.90,1.41,,,,
121,03-18-2025 09:10:12,3.42,89.15,1.80,,,,
122,03-18-2025 09:20:12,4.10,82.59,1.41,,,,
123,03-18-2025 09:30:12,4.83,84.15,2.39,,,,
124,03-18-2025 09:40:12,4.95,82.18,2.17,,,,
125,03-18-2025 09:50:12,5.33,81.48,2.42,,,,
126,03-18-2025 10:00:12,5.77,75.45,1.77,,,,
127,03-18-2025 10:10:12,6.63,72.46,2.03,,,,
128,03-18-2025 10:20:12,7.38,68.79,2.03,,,,
129,03-18-2025 10:30:12,7.54,70.07,2.44,,,,
130,03-18-2025 10:40:12,7.96,66.03,2.01,,,,
131,03-18-2025 10:50:12,8.35,66.67,2.52,,,,
132,03-18-2025 11:00:12,8.18,68.71,2.78,,,,
133,03-18-2025 11:10:12,8.21,70.61,3.20,,,,
134,03-18-2025 11:20:12,8.93,69.16,3.59,,,,
135,03-18-2025 11:30:12,8.62,70.66,3.60,,,,
136,03-18-2025 11:40:12,9.66,68.66,4.19,,,,
137,03-18-2025 11:50:12,10.42,66.95,4.56,,,,
138,03-18-2025 12:00:12,11.71,61.87,4.65,,,,
139,03-18-2025 12:10:12,12.04,61.43,4.86,,,,
140,03-18-2025 12:20:12,11.82,61.53,4.68,,,,
141,03-18-2025 12:30:12,12.26,61.61,5.11,,,,
142,03-18-2025 12:40:12,11.88,61.65,4.76,,,,
143,03-18-2025 12:50:12,11.42,62.62,4.55,,,,
144,03-18-2025 13:00:12,10.90,65.50,4.70,,,,
145,03-18-2025 13:10:12,10.75,63.20,4.05,,,,
146,03-18-2025 13:20:12,11.08,64.20,4.58,,,,
147,03-18-2025 13:30:12,11.72,63.66,5.07,,,,
148,03-18-2025 13:40:12,11.66,62.68,4.79,,,,
149,03-18-2025 13:50:12,11.88,63.75,5.24,,,,
150,03-18-2025 14:00:12,11.73,65.93,5.59,,,,
151,03-18-2025 14:10:12,11.28,65.63,5.09,,,,
152,03-18-2025 14:20:12,11.01,63.59,4.38,,,,
153,03-18-2025 14:30:12,11.10,60.66,3.79,,,,
154,03-18-2025 14:40:12,11.42,60.09,3.96,,,,
155,03-18-2025 14:50:12,11.40,58.09,3.46,,,,
156,03-18-2025 15:00:12,11.70,59.05,3.98,,,,
157,03-18-2025 15:10:12,11.02,54.31,2.16,,,,
158,03-18-2025 15:20:12,10.69,53.58,1.66,,,,
159,03-18-2025 15:30:12,11.51,54.99,2.79,,,,
160,03-18-2025 15:40:12,11.24,52.03,1.76,,,,
161,03-18-2025 15:50:12,10.94,56.97,2.76,,,,
162,03-18-2025 16:00:12,10.64,57.28,2.55,,,,
163,03-18-2025 16:10:12,10.59,59.66,3.08,,,,
164,03-18-2025 16:20:12,10.64,57.95,2.71,,,,
165,03-18-2025 16:30:12,10.28,58.21,2.44,,,,
166,03-18-2025 16:40:12,9.83,58.36,2.06,,,,
167,03-18-2025 16:50:12,9.57,58.91,1.95,,,,
168,03-18-2025 17:00:12,9.40,60.60,2.18,,,,
169,03-18-2025 17:10:12,9.47,60.02,2.11,,,,
170,03-18-2025 17:20:12,10.06,60.18,2.70,,,,
171,03-18-2025 17:30:12,10.07,61.14,2.93,,,,
172,03-18-2025 17:40:12,9.34,60.82,2.17,,,,
173,03-18-2025 17:50:12,8.64,63.52,2.12,,,,
174,03-18-2025 18:00:12,8.41,64.18,2.04,,,,
175,03-18-2025 18:10:12,8.23,62.62,1.53,,,,
176,03-18-2025 18:20:12,8.12,64.83,1.91,,,,
177,03-18-2025 18:30:12,7.97,64.08,1.60,,,,
178,03-18-2025 18:40:12,7.82,64.08,1.46,,,,
179,03-18-2025 18:50:12,7.69,64.38,1.40,,,,
180,03-18-2025 19:00:12,7.56,65.02,1.42,,,,
181,03-18-2025 19:10:12,7.39,65.52,1.36,,,,
182,03-18-2025 19:20:12,7.24,65.44,1.20,,,,
183,03-18-2025 19:30:12,7.03,65.66,1.05,,,,
184,03-18-2025 19:40:12,6.80,66.63,1.03,,,,
185,03-18-2025 19:50:12,6.63,67.24,0.99,,,,
186,03-18-2025 20:00:12,6.70,64.35,0.46,,,,
187,03-18-2025 20:10:12,6.63,64.89,0.50,,,,
188,03-18-2025 20:20:12,6.56,64.90,0.44,,,,
189,03-18-2025 20:30:12,6.57,65.24,0.52,,,,
190,03-18-2025 20:40:12,6.58,65.10,0.50,,,,
191,03-18-2025 20:50:12,6.57,66.69,0.83,,,,
192,03-18-2025 21:00:12,6.63,66.56,0.85,,,,
193,03-18-2025 21:10:12,6.63,67.63,1.07,,,,
194,03-18-2025 21:20:12,6.61,69.12,1.37,,,,
195,03-18-2025 21:30:12,6.55,69.81,1.44,,,,
196,03-18-2025 21:40:12,6.48,69.06,1.22,,,,
197,03-18-2025 21:50:12,6.49,68.76,1.17,,,,
198,03-18-2025 22:00:12,6.44,69.65,1.31,,,,
199,03-18-2025 22:10:12,6.41,69.77,1.30,,,,
200,03-18-2025 22:20:12,6.40,70.30,1.40,,,,
201,03-18-2025 22:30:12,6.26,71.61,1.52,,,,
202,03-18-2025 22:40:12,6.17,71.06,1.33,,,,
203,03-18-2025 22:50:12,6.14,71.39,1.36,,,,
204,03-18-2025 23:00:12,6.07,71.67,1.34,,,,
205,03-18-2025 23:10:12,5.97,72.04,1.32,,,,
206,03-18-2025 23:20:12,5.85,72.28,1.25,,,,
207,03-18-2025 23:30:12,5.75,73.34,1.35,,,,
208,03-18-2025 23:40:12,5.74,73.63,1.40,,,,
209,03-18-2025 23:50:12,5.77,73.90,1.48,,,,
210,03-19-2025 00:00:12,5.84,73.31,1.44,,,,
211,03-19-2025 00:10:12,5.92,72.57,1.37,,,,
212,03-19-2025 00:20:12,6.01,72.23,1.40,,,,
213,03-19-2025 00:30:12,6.04,72.20,1.42,,,,
214,03-19-2025 00:40:12,6.04,72.78,1.53,,,,
215,03-19-2025 00:50:12,6.01,72.51,1.46,,,,
216,03-19-2025 01:00:12,6.04,72.47,1.47,,,,
217,03-19-2025 01:10:12,6.00,72.01,1.35,,,,
218,03-19-2025 01:20:12,6.05,72.09,1.40,,,,
219,03-19-2025 01:30:12,6.08,72.51,1.52,,,,
220,03-19-2025 01:40:12,6.09,72.86,1.59,,,,
221,03-19-2025 01:50:12,5.97,74.10,1.72,,,,
222,03-19-2025 02:00:12,5.99,73.47,1.62,,,,
223,03-19-2025 02:10:12,5.99,72.75,1.48,,,,
224,03-19-2025 02:20:12,5.97,73.86,1.67,,,,
225,03-19-2025 02:30:12,6.09,72.25,1.48,,,,
226,03-19-2025 02:40:12,6.37,71.13,1.53,,,,
227,03-19-2025 02:50:12,6.30,71.95,1.63,,,,
228,03-19-2025 03:00:12,6.27,70.94,1.40,,,,
229,03-19-2025 03:10:12,6.25,72.40,1.66,,,,
230,03-19-2025 03:20:12,6.25,71.62,1.51,,,,
231,03-19-2025 03:30:12,6.17,72.44,1.60,,,,
232,03-19-2025 03:40:12,6.00,73.21,1.58,,,,
233,03-19-2025 03:50:12,5.94,73.98,1.66,,,,
234,03-19-2025 04:00:12,5.97,74.40,1.77,,,,
235,03-19-2025 04:10:12,5.92,74.58,1.75,,,,
236,03-19-2025 04:20:12,5.92,73.93,1.63,,,,
237,03-19-2025 04:30:12,5.76,75.08,1.69,,,,
238,03-19-2025 04:40:12,5.64,75.55,1.66,,,,
239,03-19-2025 04:50:12,5.62,75.08,1.56,,,,
240,03-19-2025 05:00:12,5.72,75.25,1.69,,,,
241,03-19-2025 05:10:12,5.65,75.66,1.70,,,,
242,03-19-2025 05:20:12,5.77,75.40,1.76,,,,
243,03-19-2025 05:30:12,5.70,75.96,1.80,,,,
244,03-19-2025 05:40:12,5.79,75.75,1.85,,,,
245,03-19-2025 05:50:12,5.86,76.27,2.02,,,,
246,03-19-2025 06:00:12,5.95,75.94,2.04,,,,
247,03-19-2025 06:10:12,5.94,75.78,2.00,,,,
248,03-19-2025 06:20:12,6.08,74.94,1.98,,,,
249,03-19-2025 06:30:12,6.14,75.31,2.11,,,,
250,03-19-2025 06:40:12,6.23,75.31,2.19,,,,
251,03-19-2025 06:50:12,6.26,74.89,2.14,,,,
252,03-19-2025 07:00:12,6.30,75.31,2.26,,,,
253,03-19-2025 07:10:12,6.02,79.33,2.72,,,,
254,03-19-2025 07:20:12,5.74,79.60,2.49,,,,
255,03-19-2025 07:30:12,5.66,82.36,2.90,,,,
256,03-19-2025 07:40:12,5.52,82.68,2.81,,,,
257,03-19-2025 07:50:12,5.57,83.66,3.03,,,,
258,03-19-2025 08:00:12,5.17,87.68,3.30,,,,
259,03-19-2025 08:10:12,5.02,89.70,3.47,,,,
260,03-19-2025 08:20:12,5.00,90.46,3.57,,,,
261,03-19-2025 08:30:12,5.05,89.36,3.45,,,,
262,03-19-2025 08:40:12,5.09,89.43,3.50,,,,
263,03-19-2025 08:50:12,5.34,89.77,3.80,,,,
264,03-19-2025 09:00:12,5.57,89.02,3.91,,,,
265,03-19-2025 09:10:12,5.97,87.41,4.04,,,,
266,03-19-2025 09:20:12,6.26,83.65,3.70,,,,
267,03-19-2025 09:30:12,6.46,83.69,3.91,,,,
268,03-19-2025 09:40:12,6.65,82.63,3.91,,,,
269,03-19-2025 09:50:12,6.89,80.32,3.75,,,,
270,03-19-2025 10:00:12,7.04,79.96,3.83,,,,
271,03-19-2025 10:10:12,7.24,78.38,3.73,,,,
272,03-19-2025 10:20:12,7.42,78.60,3.95,,,,
273,03-19-2025 10:30:12,7.75,76.53,3.89,,,,
274,03-19-2025 10:40:12,7.94,76.55,4.09,,,,
275,03-19-2025 10:50:12,8.09,75.41,4.02,,,,
276,03-19-2025 11:00:12,8.28,74.85,4.09,,,,
277,03-19-2025 11:10:12,8.74,72.49,4.08,,,,
278,03-19-2025 11:20:12,8.75,71.77,3.95,,,,
279,03-19-2025 11:30:12,8.51,74.03,4.16,,,,
280,03-19-2025 11:40:12,8.68,71.80,3.89,,,,
281,03-19-2025 11:50:12,8.81,70.94,3.84,,,,
282,03-19-2025 12:00:12,8.80,69.61,3.56,,,,
283,03-19-2025 12:10:12,8.97,65.81,2.93,,,,
284,03-19-2025 12:20:12,9.10,66.78,3.26,,,,
285,03-19-2025 12:30:12,8.95,68.11,3.40,,,,
286,03-19-2025 12:40:12,8.74,68.09,3.19,,,,
287,03-19-2025 12:50:12,8.33,71.98,3.58,,,,
288,03-19-2025 13:00:12,7.82,76.20,3.90,,,,
289,03-19-2025 13:10:12,7.67,76.42,3.79,,,,
290,03-19-2025 13:20:12,7.59,77.74,3.96,,,,
291,03-19-2025 13:30:12,7.35,78.01,3.78,,,,
292,03-19-2025 13:40:12,7.15,80.03,3.95,,,,
293,03-19-2025 13:50:12,7.04,80.56,3.94,,,,
294,03-19-2025 14:00:12,6.85,86.05,4.69,,,,
295,03-19-2025 14:10:12,6.67,86.55,4.59,,,,
296,03-19-2025 14:20:12,6.57,87.59,4.67,,,,
297,03-19-2025 14:30:12,6.52,88.55,4.77,,,,
298,03-19-2025 14:40:12,6.44,89.29,4.81,,,,
299,03-19-2025 14:50:12,6.42,88.90,4.73,,,,
300,03-19-2025 15:00:12,6.50,88.73,4.78,,,,
301,03-19-2025 15:10:12,6.54,87.19,4.57,,,,
302,03-19-2025 15:20:12,6.46,86.20,4.33,,,,
303,03-19-2025 15:30:12,6.52,86.10,4.37,,,,
304,03-19-2025 15:40:12,6.57,85.16,4.26,,,,
305,03-19-2025 15:50:12,6.69,83.94,4.17,,,,
306,03-19-2025 16:00:12,6.67,85.54,4.42,,,,
307,03-19-2025 16:10:12,6.72,86.29,4.60,,,,
308,03-19-2025 16:20:12,6.70,85.37,4.43,,,,
309,03-19-2025 16:30:12,6.61,86.14,4.47,,,,
310,03-19-2025 16:40:12,6.63,86.59,4.55,,,,
311,03-19-2025 16:50:12,6.61,86.19,4.48,,,,
312,03-19-2025 17:00:12,6.66,85.49,4.40,,,,
313,03-19-2025 17:10:12,6.80,84.60,4.39,,,,
314,03-19-2025 17:20:12,6.87,83.28,4.24,,,,
315,03-19-2025 17:30:12,6.87,82.57,4.12,,,,
316,03-19-2025 17:40:12,6.86,82.36,4.07,,,,
317,03-19-2025 17:50:12,6.93,81.39,3.97,,,,
318,03-19-2025 18:00:12,6.99,81.03,3.97,,,,
319,03-19-2025 18:10:12,6.91,82.32,4.12,,,,
320,03-19-2025 18:20:12,6.89,81.90,4.02,,,,
321,03-19-2025 18:30:12,6.85,82.08,4.01,,,,
322,03-19-2025 18:40:12,6.89,81.87,4.02,,,,
323,03-19-2025 18:50:12,6.84,83.07,4.17,,,,
324,03-19-2025 19:00:12,7.01,81.01,3.98,,,,
325,03-19-2025 19:10:12,7.22,79.32,3.88,,,,
326,03-19-2025 19:20:12,7.33,77.16,3.61,,,,
327,03-19-2025 19:30:12,7.53,77.61,3.88,,,,
328,03-19-2025 19:40:12,7.58,76.39,3.70,,,,
329,03-19-2025 19:50:12,7.52,77.57,3.86,,,,
330,03-19-2025 20:00:12,7.13,87.30,5.17,,,,
331,03-19-2025 20:10:12,6.80,89.59,5.21,,,,
332,03-19-2025 20:20:12,6.64,89.78,5.08,,,,
333,03-19-2025 20:30:12,6.42,91.40,5.13,,,,
334,03-19-2025 20:40:12,6.39,89.75,4.84,,,,
335,03-19-2025 20:50:12,6.21,90.40,4.76,,,,
336,03-19-2025 21:00:12,6.02,91.00,4.67,,,,
337,03-19-2025 21:10:12,5.89,91.83,4.66,,,,
338,03-19-2025 21:20:12,5.99,90.83,4.61,,,,
339,03-19-2025 21:30:12,6.20,89.28,4.57,,,,
340,03-19-2025 21:40:12,6.44,90.21,4.96,,,,
341,03-19-2025 21:50:12,6.38,90.68,4.97,,,,
342,03-19-2025 22:00:12,6.35,90.46,4.91,,,,
343,03-19-2025 22:10:12,6.35,90.74,4.95,,,,
344,03-19-2025 22:20:12,6.29,91.33,4.99,,,,
345,03-19-2025 22:30:12,6.30,91.50,5.03,,,,
346,03-19-2025 22:40:12,6.27,91.26,4.96,,,,
347,03-19-2025 22:50:12,6.30,90.85,4.93,,,,
348,03-19-2025 23:00:12,6.26,91.16,4.93,,,,
349,03-19-2025 23:10:12,6.30,91.20,4.98,,,,
350,03-19-2025 23:20:12,6.31,91.70,5.07,,,,
351,03-19-2025 23:30:12,6.34,91.74,5.10,,,,
352,03-19-2025 23:40:12,6.30,92.30,5.15,,,,
353,03-19-2025 23:50:12,6.28,92.65,5.18,,,,
354,03-20-2025 00:00:12,6.11,93.13,5.09,,,,
355,03-20-2025 00:10:12,6.07,93.63,5.12,,,,
356,03-20-2025 00:20:12,6.09,93.91,5.19,,,,
357,03-20-2025 00:30:12,6.10,93.91,5.20,,,,
358,03-20-2025 00:40:12,6.10,93.38,5.12,,,,
359,03-20-2025 00:50:12,6.15,92.82,5.08,,,,
360,03-20-2025 01:00:12,6.09,92.90,5.03,,,,
361,03-20-2025 01:10:12,6.11,93.14,5.09,,,,
362,03-20-2025 01:20:12,6.15,93.23,5.15,,,,
363,03-20-2025 01:30:12,6.29,92.33,5.15,,,,
364,03-20-2025 01:40:12,6.08,92.46,4.95,,,,
365,03-20-2025 01:50:12,5.97,92.04,4.78,,,,
366,03-20-2025 02:00:12,5.87,91.86,4.66,,,,
367,03-20-2025 02:10:12,5.72,91.91,4.52,,,,
368,03-20-2025 02:20:12,5.75,90.85,4.37,,,,
369,03-20-2025 02:30:12,5.81,88.98,4.14,,,,
370,03-20-2025 02:40:12,5.72,88.51,3.98,,,,
371,03-20-2025 02:50:12,5.66,89.38,4.05,,,,
372,03-20-2025 03:00:12,5.49,89.05,3.83,,,,
373,03-20-2025 03:10:12,5.21,89.55,3.64,,,,
374,03-20-2025 03:20:12,4.97,89.32,3.37,,,,
375,03-20-2025 03:30:12,4.62,90.65,3.23,,,,
376,03-20-2025 03:40:12,4.47,91.90,3.27,,,,
377,03-20-2025 03:50:12,4.73,90.15,3.25,,,,
378,03-20-2025 04:00:12,5.00,90.34,3.55,,,,
379,03-20-2025 04:10:12,5.09,88.42,3.34,,,,
380,03-20-2025 04:20:12,5.19,87.07,3.22,,,,
381,03-20-2025 04:30:12,5.28,86.07,3.15,,,,
382,03-20-2025 04:40:12,5.31,86.79,3.29,,,,
383,03-20-2025 04:50:12,5.18,88.94,3.51,,,,
384,03-20-2025 05:00:12,5.00,90.36,3.55,,,,
385,03-20-2025 05:10:12,4.87,91.15,3.55,,,,
386,03-20-2025 05:20:12,4.75,92.38,3.62,,,,
387,03-20-2025 05:30:12,4.63,92.75,3.56,,,,
388,03-20-2025 05:40:12,4.56,93.65,3.62,,,,
389,03-20-2025 05:50:12,4.54,94.33,3.72,,,,
390,03-20-2025 06:00:12,4.57,94.45,3.75,,,,
391,03-20-2025 06:10:12,4.54,94.94,3.81,,,,
392,03-20-2025 06:20:12,4.58,95.32,3.90,,,,
393,03-20-2025 06:30:12,4.61,95.39,3.94,,,,
394,03-20-2025 06:40:12,4.62,95.43,3.96,,,,
395,03-20-2025 06:50:12,4.65,95.49,4.00,,,,
396,03-20-2025 07:00:12,4.48,95.27,3.79,,,,
397,03-20-2025 07:10:12,4.30,95.22,3.60,,,,
398,03-20-2025 07:20:12,4.08,95.21,3.39,,,,
399,03-20-2025 07:30:12,4.10,95.52,3.45,,,,
400,03-20-2025 07:40:12,4.02,95.67,3.39,,,,
401,03-20-2025 07:50:12,4.02,95.87,3.42,,,,
402,03-20-2025 08:00:12,4.30,96.30,3.76,,,,
403,03-20-2025 08:10:12,4.73,96.40,4.21,,,,
404,03-20-2025 08:20:12,5.02,95.86,4.41,,,,
405,03-20-2025 08:30:12,5.21,95.27,4.52,,,,
406,03-20-2025 08:40:12,5.33,94.12,4.46,,,,
407,03-20-2025 08:50:12,5.48,93.55,4.52,,,,
408,03-20-2025 09:00:12,5.59,92.99,4.55,,,,
409,03-20-2025 09:10:12,5.70,92.44,4.58,,,,
410,03-20-2025 09:20:12,5.85,91.50,4.58,,,,
411,03-20-2025 09:30:12,5.96,91.12,4.63,,,,
412,03-20-2025 09:40:12,6.33,90.81,4.94,,,,
413,03-20-2025 09:50:12,6.60,90.24,5.12,,,,
414,03-20-2025 10:00:12,6.49,89.34,4.87,,,,
415,03-20-2025 10:10:12,7.18,88.30,5.38,,,,
416,03-20-2025 10:20:12,7.39,85.49,5.12,,,,
417,03-20-2025 10:30:12,7.37,85.53,5.11,,,,
418,03-20-2025 10:40:12,7.18,85.50,4.92,,,,
419,03-20-2025 10:50:12,7.46,85.08,5.13,,,,
420,03-20-2025 11:00:12,7.61,84.37,5.15,,,,
421,03-20-2025 11:10:12,7.96,83.27,5.30,,,,
422,03-20-2025 11:20:12,9.62,82.44,6.78,,,,
423,03-20-2025 11:30:12,10.99,77.64,7.25,,,,
424,03-20-2025 11:40:12,11.22,74.71,6.90,,,,
425,03-20-2025 11:50:12,11.18,74.81,6.89,,,,
426,03-20-2025 12:00:12,10.78,74.37,6.41,,,,
427,03-20-2025 12:10:12,10.18,76.16,6.18,,,,
428,03-20-2025 12:20:12,9.82,78.57,6.28,,,,
429,03-20-2025 12:30:12,9.47,75.81,5.42,,,,
430,03-20-2025 12:40:12,9.17,79.44,5.81,,,,
431,03-20-2025 12:50:12,9.07,79.96,5.81,,,,
432,03-20-2025 13:00:12,8.98,79.57,5.65,,,,
433,03-20-2025 13:10:12,9.54,77.55,5.82,,,,
434,03-20-2025 13:20:12,9.91,75.85,5.86,,,,
435,03-20-2025 13:30:12,9.65,72.35,4.93,,,,
436,03-20-2025 13:40:12,9.59,74.02,5.19,,,,
437,03-20-2025 13:50:12,9.50,72.14,4.74,,,,
438,03-20-2025 14:00:12,9.52,74.52,5.23,,,,
439,03-20-2025 14:10:12,9.50,75.84,5.46,,,,
440,03-20-2025 14:20:12,9.14,72.97,4.55,,,,
441,03-20-2025 14:30:12,8.90,73.72,4.47,,,,
442,03-20-2025 14:40:12,8.43,74.24,4.12,,,,
443,03-20-2025 14:50:12,8.02,77.73,4.38,,,,
444,03-20-2025 15:00:12,7.49,78.43,3.99,,,,
445,03-20-2025 15:10:12,6.91,81.99,4.06,,,,
446,03-20-2025 15:20:12,6.59,84.39,4.16,,,,
