#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C),Host Connected,End of File
54,06/24/2024 23:14:40,13.33,85.67,11.00,,
55,06/24/2024 23:24:40,13.30,85.32,10.90,,
56,06/24/2024 23:34:40,13.19,85.04,10.74,,
57,06/24/2024 23:44:40,13.09,84.97,10.64,,
58,06/24/2024 23:54:40,13.00,84.54,10.47,,
59,06/25/2024 00:04:40,12.86,82.41,9.96,,
60,06/25/2024 00:14:40,12.85,83.24,10.09,,
61,06/25/2024 00:24:40,12.88,82.40,9.97,,
62,06/25/2024 00:34:40,12.90,81.31,9.79,,
63,06/25/2024 00:44:40,12.85,83.82,10.20,,
64,06/25/2024 00:54:40,12.88,84.14,10.28,,
65,06/25/2024 01:04:40,12.94,83.51,10.22,,
66,06/25/2024 01:14:40,12.78,83.67,10.10,,
67,06/25/2024 01:24:40,12.69,83.59,10.00,,
68,06/25/2024 01:34:40,12.48,84.90,10.02,,
69,06/25/2024 01:44:40,12.43,85.13,10.01,,
70,06/25/2024 01:54:40,12.29,85.47,9.94,,
71,06/25/2024 02:04:40,12.30,86.10,10.05,,
72,06/25/2024 02:14:40,12.17,85.76,9.87,,
73,06/25/2024 02:24:40,12.08,85.68,9.77,,
74,06/25/2024 02:34:40,12.15,85.71,9.84,,
75,06/25/2024 02:44:40,12.05,84.96,9.61,,
76,06/25/2024 02:54:40,11.97,85.50,9.62,,
77,06/25/2024 03:04:40,11.97,84.19,9.40,,
78,06/25/2024 03:14:40,11.86,85.02,9.43,,
79,06/25/2024 03:24:40,11.71,84.84,9.26,,
80,06/25/2024 03:34:40,11.73,85.16,9.33,,
81,06/25/2024 03:44:40,11.67,86.71,9.54,,
82,06/25/2024 03:54:40,11.73,87.61,9.75,,
83,06/25/2024 04:04:40,11.79,88.81,10.01,,
84,06/25/2024 04:14:40,11.90,88.60,10.09,,
85,06/25/2024 04:24:40,11.90,89.01,10.16,,
86,06/25/2024 04:34:40,11.87,88.15,9.99,,
87,06/25/2024 04:44:40,11.86,88.02,9.95,,
88,06/25/2024 04:54:40,11.77,87.24,9.73,,
89,06/25/2024 05:04:40,11.64,88.85,9.87,,
90,06/25/2024 05:14:40,11.71,88.59,9.90,,
91,06/25/2024 05:24:40,11.71,88.15,9.83,,
92,06/25/2024 05:34:40,11.77,89.02,10.03,,
93,06/25/2024 05:44:40,11.84,87.97,9.92,,
94,06/25/2024 05:54:40,11.90,88.14,10.02,,
95,06/25/2024 06:04:40,12.00,88.13,10.11,,
96,06/25/2024 06:14:40,12.12,88.29,10.26,,
97,06/25/2024 06:24:40,12.33,88.04,10.41,,
98,06/25/2024 06:34:40,12.66,86.81,10.54,,
99,06/25/2024 06:44:40,13.03,86.42,10.83,,
100,06/25/2024 06:54:40,13.40,84.93,10.93,,
101,06/25/2024 07:04:40,13.58,84.25,10.99,,
102,06/25/2024 07:14:40,13.91,82.84,11.06,,
103,06/25/2024 07:24:40,14.63,80.50,11.33,,
104,06/25/2024 07:34:40,15.38,77.62,11.51,,
105,06/25/2024 07:44:40,16.20,76.62,12.11,,
106,06/25/2024 07:54:40,16.88,74.28,12.29,,
107,06/25/2024 08:04:40,17.72,69.25,12.03,,
108,06/25/2024 08:14:40,18.41,67.85,12.38,,
109,06/25/2024 08:24:40,19.29,61.29,11.67,,
110,06/25/2024 08:34:40,19.40,59.60,11.35,,
111,06/25/2024 08:44:40,19.44,60.00,11.49,,
112,06/25/2024 08:54:40,19.69,60.58,11.88,,
113,06/25/2024 09:04:40,20.67,61.55,13.04,,
114,06/25/2024 09:14:40,21.40,60.01,13.33,,
115,06/25/2024 09:24:40,22.16,58.82,13.74,,
116,06/25/2024 09:34:40,22.71,57.17,13.82,,
117,06/25/2024 09:44:40,22.87,59.18,14.51,,
118,06/25/2024 09:54:40,22.73,57.68,13.97,,
119,06/25/2024 10:04:40,22.57,61.20,14.74,,
120,06/25/2024 10:14:40,23.53,58.93,15.06,,
121,06/25/2024 10:24:40,24.20,57.50,15.30,,
122,06/25/2024 10:34:40,24.60,56.72,15.46,,
123,06/25/2024 10:44:40,24.90,57.16,15.87,,
124,06/25/2024 10:54:40,25.17,58.54,16.49,,
125,06/25/2024 11:04:40,25.70,56.20,16.34,,
126,06/25/2024 11:14:40,25.86,54.76,16.08,,
127,06/25/2024 11:24:40,25.40,56.19,16.06,,
128,06/25/2024 11:34:40,25.28,55.60,15.78,,
129,06/25/2024 11:44:40,24.88,58.40,16.18,,
130,06/25/2024 11:54:40,25.34,51.71,14.70,,
131,06/25/2024 12:04:40,24.89,58.47,16.21,,
132,06/25/2024 12:14:40,24.58,59.51,16.20,,
133,06/25/2024 12:24:40,24.31,61.23,16.39,,
134,06/25/2024 12:34:40,24.58,60.76,16.52,,
135,06/25/2024 12:44:40,24.87,60.49,16.72,,
136,06/25/2024 12:54:40,25.11,56.55,15.89,,
137,06/25/2024 13:04:40,24.41,58.59,15.79,,
138,06/25/2024 13:14:40,23.27,60.71,15.28,,
139,06/25/2024 13:24:40,22.21,61.82,14.56,,
140,06/25/2024 13:34:40,21.37,65.86,14.75,,
141,06/25/2024 13:44:40,20.90,66.32,14.40,,
142,06/25/2024 13:54:40,20.71,69.52,14.96,,
143,06/25/2024 14:04:40,20.69,69.64,14.97,,
144,06/25/2024 14:14:40,20.65,70.72,15.17,,
145,06/25/2024 14:24:40,20.59,70.46,15.05,,
146,06/25/2024 14:34:40,20.65,69.16,14.82,,
147,06/25/2024 14:44:40,20.59,71.35,15.25,,
148,06/25/2024 14:54:40,20.71,64.52,13.80,,
149,06/25/2024 15:04:40,20.93,69.50,15.16,,
150,06/25/2024 15:14:40,21.11,67.81,14.95,,
151,06/25/2024 15:24:40,21.22,69.60,15.47,,
152,06/25/2024 15:34:40,21.20,70.84,15.72,,
153,06/25/2024 15:44:40,21.19,68.15,15.11,,
154,06/25/2024 15:54:40,20.91,72.06,15.70,,
155,06/25/2024 16:04:40,20.86,69.24,15.03,,
156,06/25/2024 16:14:40,20.64,69.11,14.80,,
157,06/25/2024 16:24:40,20.60,70.42,15.05,,
158,06/25/2024 16:34:40,20.47,72.15,15.30,,
159,06/25/2024 16:44:40,20.45,72.16,15.29,,
160,06/25/2024 16:54:40,20.55,71.34,15.21,,
161,06/25/2024 17:04:40,20.73,70.15,15.12,,
162,06/25/2024 17:14:40,20.68,68.25,14.64,,
163,06/25/2024 17:24:40,20.44,70.04,14.81,,
164,06/25/2024 17:34:40,20.12,70.14,14.53,,
165,06/25/2024 17:44:40,19.87,68.14,13.84,,
166,06/25/2024 17:54:40,19.47,69.01,13.66,,
167,06/25/2024 18:04:40,19.20,71.59,13.96,,
168,06/25/2024 18:14:40,19.21,72.39,14.14,,
169,06/25/2024 18:24:40,19.17,72.29,14.08,,
170,06/25/2024 18:34:40,19.09,73.39,14.24,,
171,06/25/2024 18:44:40,19.03,74.78,14.47,,
172,06/25/2024 18:54:40,18.90,71.28,13.60,,
173,06/25/2024 19:04:40,18.62,72.21,13.53,,
174,06/25/2024 19:14:40,18.43,72.56,13.43,,
175,06/25/2024 19:24:40,18.43,71.98,13.30,,
176,06/25/2024 19:34:40,18.28,73.25,13.43,,
177,06/25/2024 19:44:40,18.18,71.19,12.89,,
178,06/25/2024 19:54:40,18.31,69.87,12.73,,
179,06/25/2024 20:04:40,18.32,71.60,13.12,,
180,06/25/2024 20:14:40,18.11,72.49,13.11,,
181,06/25/2024 20:24:40,17.86,72.83,12.93,,
182,06/25/2024 20:34:40,17.65,75.00,13.18,,
183,06/25/2024 20:44:40,17.47,75.40,13.09,,
184,06/25/2024 20:54:40,17.31,77.64,13.38,,
185,06/25/2024 21:04:40,17.18,78.68,13.46,,
186,06/25/2024 21:14:40,16.98,79.11,13.35,,
187,06/25/2024 21:24:40,16.80,80.47,13.44,,
188,06/25/2024 21:34:40,16.69,80.98,13.42,,
189,06/25/2024 21:44:40,16.71,82.59,13.75,,
190,06/25/2024 21:54:40,16.72,82.86,13.81,,
191,06/25/2024 22:04:40,16.64,81.85,13.54,,
192,06/25/2024 22:14:40,16.60,81.53,13.44,,
193,06/25/2024 22:24:40,16.60,81.70,13.48,,
194,06/25/2024 22:34:40,16.61,81.50,13.45,,
195,06/25/2024 22:44:40,16.55,81.62,13.42,,
196,06/25/2024 22:54:40,16.53,80.51,13.18,,
197,06/25/2024 23:04:40,16.51,81.72,13.40,,
198,06/25/2024 23:14:40,16.52,80.83,13.24,,
199,06/25/2024 23:24:40,16.58,80.16,13.16,,
200,06/25/2024 23:34:40,16.51,81.48,13.35,,
201,06/25/2024 23:44:40,16.46,79.02,12.83,,
202,06/25/2024 23:54:40,16.42,80.25,13.03,,
203,06/26/2024 00:04:40,16.30,81.44,13.14,,
204,06/26/2024 00:14:40,16.27,81.12,13.05,,
205,06/26/2024 00:24:40,16.25,82.57,13.29,,
206,06/26/2024 00:34:40,16.20,83.75,13.47,,
207,06/26/2024 00:44:40,16.19,84.20,13.54,,
208,06/26/2024 00:54:40,16.12,83.77,13.39,,
209,06/26/2024 01:04:40,16.02,84.62,13.45,,
210,06/26/2024 01:14:40,15.97,85.59,13.57,,
211,06/26/2024 01:24:40,15.89,85.71,13.52,,
212,06/26/2024 01:34:40,15.83,85.40,13.40,,
213,06/26/2024 01:44:40,15.78,85.56,13.38,,
214,06/26/2024 01:54:40,15.75,85.89,13.41,,
215,06/26/2024 02:04:40,15.73,86.16,13.44,,
216,06/26/2024 02:14:40,15.71,86.30,13.45,,
217,06/26/2024 02:24:40,15.67,86.12,13.37,,
218,06/26/2024 02:34:40,15.58,86.00,13.26,,
219,06/26/2024 02:44:40,15.51,87.71,13.50,,
220,06/26/2024 02:54:40,15.60,87.60,13.57,,
221,06/26/2024 03:04:40,15.60,87.57,13.56,,
222,06/26/2024 03:14:40,15.51,87.76,13.51,,
223,06/26/2024 03:24:40,15.48,88.25,13.56,,
224,06/26/2024 03:34:40,15.38,88.32,13.48,,
225,06/26/2024 03:44:40,15.30,89.07,13.53,,
226,06/26/2024 03:54:40,15.22,88.71,13.39,,
227,06/26/2024 04:04:40,15.03,89.32,13.30,,
228,06/26/2024 04:14:40,14.91,89.21,13.17,,
229,06/26/2024 04:24:40,14.82,89.53,13.13,,
230,06/26/2024 04:34:40,14.69,89.69,13.03,,
231,06/26/2024 04:44:40,14.57,89.67,12.91,,
232,06/26/2024 04:54:40,14.54,89.69,12.88,,
233,06/26/2024 05:04:40,14.52,88.52,12.66,,
234,06/26/2024 05:14:40,14.43,88.88,12.63,,
235,06/26/2024 05:24:40,14.42,88.51,12.56,,
236,06/26/2024 05:34:40,14.39,88.95,12.61,,
237,06/26/2024 05:44:40,14.39,88.69,12.56,,
238,06/26/2024 05:54:40,14.52,87.39,12.47,,
239,06/26/2024 06:04:40,14.81,84.65,12.27,,
240,06/26/2024 06:14:40,15.04,84.48,12.46,,
241,06/26/2024 06:24:40,15.19,83.67,12.47,,
242,06/26/2024 06:34:40,15.32,83.32,12.52,,
243,06/26/2024 06:44:40,15.41,83.51,12.65,,
244,06/26/2024 06:54:40,15.44,82.06,12.41,,
245,06/26/2024 07:04:40,15.50,82.71,12.59,,
246,06/26/2024 07:14:40,15.55,81.10,12.34,,
247,06/26/2024 07:24:40,15.75,80.99,12.51,,
248,06/26/2024 07:34:40,15.98,83.46,13.20,,
249,06/26/2024 07:44:40,16.15,82.77,13.24,,
250,06/26/2024 07:54:40,16.15,83.56,13.39,,
251,06/26/2024 08:04:40,16.15,82.09,13.11,,
252,06/26/2024 08:14:40,16.15,80.81,12.87,,
253,06/26/2024 08:24:40,16.22,84.04,13.53,,
254,06/26/2024 08:34:40,16.26,83.16,13.42,,
255,06/26/2024 08:44:40,16.28,83.86,13.57,,
256,06/26/2024 08:54:40,16.26,84.28,13.62,,
257,06/26/2024 09:04:40,16.30,84.87,13.77,,
258,06/26/2024 09:14:40,16.47,83.32,13.65,,
259,06/26/2024 09:24:40,16.58,81.63,13.45,,
260,06/26/2024 09:34:40,16.79,82.45,13.80,,
261,06/26/2024 09:44:40,17.22,82.63,14.25,,
262,06/26/2024 09:54:40,17.73,81.91,14.62,,
263,06/26/2024 10:04:40,17.91,80.32,14.49,,
264,06/26/2024 10:14:40,18.67,78.45,14.87,,
265,06/26/2024 10:24:40,18.95,78.48,15.14,,
266,06/26/2024 10:34:40,18.81,75.12,14.33,,
267,06/26/2024 10:44:40,18.98,81.00,15.67,,
268,06/26/2024 10:54:40,19.94,77.00,15.80,,
269,06/26/2024 11:04:40,20.55,76.23,16.24,,
270,06/26/2024 11:14:40,20.33,74.53,15.68,,
271,06/26/2024 11:24:40,19.61,74.04,14.88,,
272,06/26/2024 11:34:40,18.85,77.28,14.81,,
273,06/26/2024 11:44:40,18.33,77.14,14.27,,
274,06/26/2024 11:54:40,17.98,77.14,13.93,,
275,06/26/2024 12:04:40,17.69,76.24,13.47,,
276,06/26/2024 12:14:40,17.44,78.95,13.77,,
277,06/26/2024 12:24:40,17.50,76.46,13.33,,
278,06/26/2024 12:34:40,17.23,75.98,12.98,,
279,06/26/2024 12:44:40,17.04,79.76,13.53,,
280,06/26/2024 12:54:40,16.99,77.06,12.96,,
281,06/26/2024 13:04:40,16.77,77.53,12.84,,
282,06/26/2024 13:14:40,16.58,77.27,12.61,,
283,06/26/2024 13:24:40,16.33,78.64,12.63,,
284,06/26/2024 13:34:40,16.18,78.55,12.46,,
285,06/26/2024 13:44:40,16.14,78.40,12.40,,
286,06/26/2024 13:54:40,16.20,77.41,12.26,,
287,06/26/2024 14:04:40,16.19,78.72,12.51,,
288,06/26/2024 14:14:40,16.21,80.71,12.91,,
289,06/26/2024 14:24:40,16.15,79.59,12.63,,
290,06/26/2024 14:34:40,16.18,81.70,13.06,,
291,06/26/2024 14:44:40,16.65,83.65,13.89,,
292,06/26/2024 14:54:40,17.02,80.09,13.58,,
293,06/26/2024 15:04:40,16.94,79.30,13.35,,
294,06/26/2024 15:14:40,16.92,80.54,13.57,,
295,06/26/2024 15:24:40,16.86,81.57,13.70,,
296,06/26/2024 15:34:40,16.59,81.86,13.50,,
297,06/26/2024 15:44:40,16.30,82.55,13.34,,
298,06/26/2024 15:54:40,16.40,84.13,13.73,,
299,06/26/2024 16:04:40,16.87,83.51,14.08,,
300,06/26/2024 16:14:40,17.35,82.70,14.40,,
301,06/26/2024 16:24:40,17.47,79.50,13.90,,
302,06/26/2024 16:34:40,17.40,77.16,13.37,,
303,06/26/2024 16:44:40,17.25,77.87,13.37,,
304,06/26/2024 16:54:40,17.02,79.27,13.42,,
305,06/26/2024 17:04:40,16.84,78.59,13.12,,
306,06/26/2024 17:14:40,16.73,79.93,13.26,,
307,06/26/2024 17:24:40,16.76,81.62,13.62,,
308,06/26/2024 17:34:40,16.80,80.18,13.38,,
309,06/26/2024 17:44:40,16.87,79.97,13.41,,
310,06/26/2024 17:54:40,17.07,79.35,13.48,,
311,06/26/2024 18:04:40,17.25,77.72,13.34,,
312,06/26/2024 18:14:40,17.23,77.17,13.22,,
313,06/26/2024 18:24:40,17.33,77.00,13.27,,
314,06/26/2024 18:34:40,17.40,74.74,12.89,,
315,06/26/2024 18:44:40,17.21,74.60,12.68,,
316,06/26/2024 18:54:40,16.84,74.16,12.23,,
317,06/26/2024 19:04:40,16.43,75.95,12.19,,
318,06/26/2024 19:14:40,16.11,77.81,12.25,,
319,06/26/2024 19:24:40,15.80,79.28,12.23,,
320,06/26/2024 19:34:40,15.62,80.75,12.34,,
321,06/26/2024 19:44:40,15.49,81.82,12.41,,
322,06/26/2024 19:54:40,15.34,81.48,12.21,,
323,06/26/2024 20:04:40,15.19,82.88,12.32,,
324,06/26/2024 20:14:40,15.13,83.12,12.30,,
325,06/26/2024 20:24:40,15.06,83.00,12.21,,
326,06/26/2024 20:34:40,14.98,83.12,12.16,,
327,06/26/2024 20:44:40,14.89,84.34,12.29,,
328,06/26/2024 20:54:40,14.83,85.14,12.37,,
329,06/26/2024 21:04:40,14.75,85.85,12.42,,
330,06/26/2024 21:14:40,14.67,86.09,12.39,,
331,06/26/2024 21:24:40,14.58,86.65,12.40,,
332,06/26/2024 21:34:40,14.52,87.53,12.49,,
333,06/26/2024 21:44:40,14.44,87.23,12.36,,
334,06/26/2024 21:54:40,14.37,87.99,12.43,,
335,06/26/2024 22:04:40,14.32,87.66,12.32,,
336,06/26/2024 22:14:40,14.24,88.40,12.37,,
337,06/26/2024 22:24:40,14.21,88.32,12.32,,
338,06/26/2024 22:34:40,14.17,87.90,12.21,,
339,06/26/2024 22:44:40,14.12,88.73,12.30,,
340,06/26/2024 22:54:40,14.07,88.44,12.20,,
341,06/26/2024 23:04:40,13.97,89.21,12.24,,
342,06/26/2024 23:14:40,13.97,88.68,12.15,,
343,06/26/2024 23:24:40,13.92,88.73,12.11,,
344,06/26/2024 23:34:40,13.77,89.29,12.05,,
345,06/26/2024 23:44:40,13.68,90.28,12.13,,
346,06/26/2024 23:54:40,13.67,89.72,12.03,,
347,06/27/2024 00:04:40,13.70,89.86,12.08,,
348,06/27/2024 00:14:40,13.69,90.29,12.14,,
349,06/27/2024 00:24:40,13.68,90.07,12.09,,
350,06/27/2024 00:34:40,13.72,89.45,12.03,,
351,06/27/2024 00:44:40,13.73,89.25,12.01,,
352,06/27/2024 00:54:40,13.73,89.08,11.98,,
353,06/27/2024 01:04:40,13.73,88.96,11.95,,
354,06/27/2024 01:14:40,13.66,90.29,12.11,,
355,06/27/2024 01:24:40,13.58,90.02,11.99,,
356,06/27/2024 01:34:40,13.56,90.27,12.01,,
357,06/27/2024 01:44:40,13.51,89.77,11.87,,
358,06/27/2024 01:54:40,13.53,90.26,11.98,,
359,06/27/2024 02:04:40,13.55,89.96,11.95,,
360,06/27/2024 02:14:40,13.44,90.24,11.89,,
361,06/27/2024 02:24:40,13.37,91.47,12.02,,
362,06/27/2024 02:34:40,13.37,91.91,12.10,,
363,06/27/2024 02:44:40,13.33,91.98,12.07,,
364,06/27/2024 02:54:40,13.35,92.26,12.13,,
365,06/27/2024 03:04:40,13.42,92.95,12.32,,
366,06/27/2024 03:14:40,13.40,92.83,12.28,,
367,06/27/2024 03:24:40,13.39,92.98,12.29,,
368,06/27/2024 03:34:40,13.40,93.20,12.34,,
369,06/27/2024 03:44:40,13.40,93.23,12.34,,
370,06/27/2024 03:54:40,13.37,93.03,12.28,,
371,06/27/2024 04:04:40,13.36,93.22,12.30,,
372,06/27/2024 04:14:40,13.29,92.94,12.19,,
373,06/27/2024 04:24:40,13.28,93.35,12.25,,
374,06/27/2024 04:34:40,13.30,93.66,12.32,,
375,06/27/2024 04:44:40,13.27,93.71,12.30,,
376,06/27/2024 04:54:40,13.23,93.73,12.26,,
377,06/27/2024 05:04:40,13.23,93.64,12.24,,
378,06/27/2024 05:14:40,13.22,93.36,12.18,,
379,06/27/2024 05:24:40,13.19,93.55,12.18,,
380,06/27/2024 05:34:40,13.17,93.70,12.19,,
381,06/27/2024 05:44:40,13.16,93.67,12.18,,
382,06/27/2024 05:54:40,13.19,93.64,12.20,,
383,06/27/2024 06:04:40,13.23,94.14,12.33,,
384,06/27/2024 06:14:40,13.26,94.03,12.34,,
385,06/27/2024 06:24:40,13.37,93.68,12.38,,
386,06/27/2024 06:34:40,13.50,94.28,12.61,,
387,06/27/2024 06:44:40,13.82,92.97,12.72,,
388,06/27/2024 06:54:40,14.12,91.88,12.83,,
389,06/27/2024 07:04:40,14.22,90.20,12.66,,
390,06/27/2024 07:14:40,14.22,90.97,12.78,,
391,06/27/2024 07:24:40,14.15,91.34,12.77,,
392,06/27/2024 07:34:40,14.21,91.57,12.87,,
393,06/27/2024 07:44:40,14.38,91.27,12.99,,
394,06/27/2024 07:54:40,14.69,90.80,13.22,,
395,06/27/2024 08:04:40,14.99,88.64,13.15,,
396,06/27/2024 08:14:40,15.17,88.41,13.28,,
397,06/27/2024 08:24:40,15.17,87.06,13.05,,
398,06/27/2024 08:34:40,15.37,87.01,13.23,,
399,06/27/2024 08:44:40,15.52,85.82,13.18,,
400,06/27/2024 08:54:40,15.56,85.74,13.20,,
401,06/27/2024 09:04:40,15.53,86.15,13.24,,
402,06/27/2024 09:14:40,15.57,85.40,13.15,,
403,06/27/2024 09:24:40,15.62,84.30,12.99,,
404,06/27/2024 09:34:40,15.62,83.99,12.94,,
405,06/27/2024 09:44:40,15.90,84.95,13.39,,
406,06/27/2024 09:54:40,16.16,83.48,13.38,,
407,06/27/2024 10:04:40,16.13,82.41,13.15,,
408,06/27/2024 10:14:40,16.10,83.08,13.25,,
409,06/27/2024 10:24:40,16.57,83.96,13.87,,
410,06/27/2024 10:34:40,16.93,79.54,13.39,,
411,06/27/2024 10:44:40,16.73,80.56,13.39,,
412,06/27/2024 10:54:40,16.37,82.78,13.45,,
413,06/27/2024 11:04:40,16.41,83.54,13.63,,
414,06/27/2024 11:14:40,16.51,82.73,13.58,,
415,06/27/2024 11:24:40,16.94,82.46,13.95,,
416,06/27/2024 11:34:40,17.22,81.37,14.02,,
417,06/27/2024 11:44:40,17.04,81.32,13.83,,
418,06/27/2024 11:54:40,16.75,81.34,13.55,,
419,06/27/2024 12:04:40,16.73,83.04,13.86,,
420,06/27/2024 12:14:40,16.72,81.25,13.51,,
421,06/27/2024 12:24:40,15.97,82.93,13.09,,
422,06/27/2024 12:34:40,15.78,83.93,13.09,,
423,06/27/2024 12:44:40,15.87,84.89,13.34,,
424,06/27/2024 12:54:40,15.91,84.76,13.37,,
425,06/27/2024 13:04:40,16.22,85.65,13.83,,
426,06/27/2024 13:14:40,16.19,82.37,13.20,,
427,06/27/2024 13:24:40,16.19,83.25,13.36,,
428,06/27/2024 13:34:40,16.06,84.74,13.51,,
429,06/27/2024 13:44:40,16.04,84.46,13.44,,
430,06/27/2024 13:54:40,16.03,85.44,13.61,,
431,06/27/2024 14:04:40,15.94,85.18,13.47,,
432,06/27/2024 14:14:40,15.84,85.16,13.37,,
433,06/27/2024 14:24:40,15.81,85.01,13.31,,
434,06/27/2024 14:34:40,15.80,84.53,13.22,,
435,06/27/2024 14:44:40,15.69,87.30,13.60,,
436,06/27/2024 14:54:40,15.52,85.44,13.11,,
437,06/27/2024 15:04:40,15.40,87.50,13.36,,
438,06/27/2024 15:14:40,15.40,87.43,13.34,,
439,06/27/2024 15:24:40,15.49,85.30,13.05,,
440,06/27/2024 15:34:40,15.36,86.96,13.22,,
441,06/27/2024 15:44:40,15.13,87.55,13.10,,
442,06/27/2024 15:54:40,15.26,89.03,13.48,,
443,06/27/2024 16:04:40,15.36,86.35,13.11,,
444,06/27/2024 16:14:40,15.40,85.49,12.99,,
445,06/27/2024 16:24:40,15.41,85.69,13.04,,
446,06/27/2024 16:34:40,15.27,85.93,12.95,,
447,06/27/2024 16:44:40,15.20,84.63,12.65,,
448,06/27/2024 16:54:40,15.22,83.43,12.45,,
449,06/27/2024 17:04:40,15.25,85.80,12.90,,
450,06/27/2024 17:14:40,14.97,84.81,12.46,,
451,06/27/2024 17:24:40,14.92,87.41,12.87,,
452,06/27/2024 17:34:40,15.12,85.33,12.70,,
453,06/27/2024 17:44:40,15.20,85.89,12.87,,
454,06/27/2024 17:54:40,15.17,86.95,13.03,,
455,06/27/2024 18:04:40,15.09,86.51,12.88,,
456,06/27/2024 18:14:40,15.25,86.08,12.95,,
457,06/27/2024 18:24:40,15.26,86.40,13.03,,
458,06/27/2024 18:34:40,15.28,86.19,13.00,,
459,06/27/2024 18:44:40,15.16,88.24,13.25,,
460,06/27/2024 18:54:40,15.12,89.20,13.38,,
461,06/27/2024 19:04:40,15.11,88.76,13.29,,
462,06/27/2024 19:14:40,15.02,88.52,13.16,,
463,06/27/2024 19:24:40,14.98,89.84,13.35,,
464,06/27/2024 19:34:40,14.91,90.06,13.31,,
465,06/27/2024 19:44:40,14.91,90.04,13.30,,
466,06/27/2024 19:54:40,14.92,90.74,13.44,,
467,06/27/2024 20:04:40,14.92,90.14,13.34,,
468,06/27/2024 20:14:40,14.84,88.83,13.03,,
469,06/27/2024 20:24:40,14.66,88.94,12.87,,
470,06/27/2024 20:34:40,14.53,88.38,12.65,,
471,06/27/2024 20:44:40,14.32,87.61,12.30,,
472,06/27/2024 20:54:40,14.13,88.20,12.22,,
473,06/27/2024 21:04:40,13.97,88.82,12.18,,
474,06/27/2024 21:14:40,13.84,90.27,12.29,,
475,06/27/2024 21:24:40,13.77,90.71,12.29,,
476,06/27/2024 21:34:40,13.77,91.46,12.41,,
477,06/27/2024 21:44:40,13.73,92.26,12.52,,
478,06/27/2024 21:54:40,13.68,92.08,12.43,,
