#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,End of File
169,06-25-2024 18:29:51,18.88,72.56,13.86,,,
170,06-25-2024 18:39:51,18.83,73.14,13.93,,,
171,06-25-2024 18:49:51,18.66,71.77,13.48,,,
172,06-25-2024 18:59:51,18.54,71.90,13.39,,,
173,06-25-2024 19:09:51,18.41,73.44,13.60,,,
174,06-25-2024 19:19:51,18.46,72.45,13.43,,,
175,06-25-2024 19:29:51,18.43,73.66,13.66,,,
176,06-25-2024 19:39:51,18.28,73.17,13.41,,,
177,06-25-2024 19:49:51,18.35,71.44,13.11,,,
178,06-25-2024 19:59:51,18.38,70.59,12.96,,,
179,06-25-2024 20:09:51,18.24,72.39,13.21,,,
180,06-25-2024 20:19:51,18.04,73.07,13.16,,,
181,06-25-2024 20:29:51,17.78,74.62,13.23,,,
182,06-25-2024 20:39:51,17.58,75.49,13.22,,,
183,06-25-2024 20:49:51,17.39,76.26,13.19,,,
184,06-25-2024 20:59:51,17.25,78.45,13.48,,,
185,06-25-2024 21:09:51,17.05,79.26,13.45,,,
186,06-25-2024 21:19:51,16.90,79.89,13.42,,,
187,06-25-2024 21:29:51,16.75,81.49,13.58,,,
188,06-25-2024 21:39:51,16.71,82.48,13.73,,,
189,06-25-2024 21:49:51,16.73,82.25,13.70,,,
190,06-25-2024 21:59:51,16.69,81.63,13.55,,,
191,06-25-2024 22:09:51,16.64,81.40,13.46,,,
192,06-25-2024 22:19:51,16.60,81.07,13.36,,,
193,06-25-2024 22:29:51,16.61,81.05,13.36,,,
194,06-25-2024 22:39:51,16.58,81.39,13.40,,,
195,06-25-2024 22:49:51,16.55,81.38,13.37,,,
196,06-25-2024 22:59:51,16.52,80.95,13.26,,,
197,06-25-2024 23:09:51,16.50,81.56,13.35,,,
198,06-25-2024 23:19:51,16.55,79.34,12.97,,,
199,06-25-2024 23:29:51,16.56,81.52,13.41,,,
200,06-25-2024 23:39:51,16.49,82.07,13.44,,,
201,06-25-2024 23:49:51,16.45,81.04,13.21,,,
202,06-25-2024 23:59:51,16.35,79.98,12.91,,,
203,06-26-2024 00:09:51,16.30,81.38,13.12,,,
204,06-26-2024 00:19:51,16.27,82.23,13.26,,,
205,06-26-2024 00:29:51,16.21,82.41,13.23,,,
206,06-26-2024 00:39:51,16.23,83.96,13.54,,,
207,06-26-2024 00:49:51,16.19,83.70,13.45,,,
208,06-26-2024 00:59:51,16.12,83.83,13.40,,,
209,06-26-2024 01:09:51,16.03,84.59,13.45,,,
210,06-26-2024 01:19:51,15.94,85.01,13.44,,,
211,06-26-2024 01:29:51,15.87,85.19,13.40,,,
212,06-26-2024 01:39:51,15.79,85.34,13.35,,,
213,06-26-2024 01:49:51,15.83,84.53,13.24,,,
214,06-26-2024 01:59:51,15.73,85.44,13.32,,,
215,06-26-2024 02:09:51,15.71,85.47,13.30,,,
216,06-26-2024 02:19:51,15.66,85.93,13.33,,,
217,06-26-2024 02:29:51,15.58,86.19,13.30,,,
218,06-26-2024 02:39:51,15.46,86.52,13.24,,,
219,06-26-2024 02:49:51,15.55,87.25,13.46,,,
220,06-26-2024 02:59:51,15.62,86.98,13.48,,,
221,06-26-2024 03:09:51,15.52,86.88,13.36,,,
222,06-26-2024 03:19:51,15.44,87.21,13.35,,,
223,06-26-2024 03:29:51,15.39,87.36,13.32,,,
224,06-26-2024 03:39:51,15.30,88.24,13.39,,,
225,06-26-2024 03:49:51,15.23,88.39,13.34,,,
226,06-26-2024 03:59:51,15.09,88.25,13.18,,,
227,06-26-2024 04:09:51,14.91,88.19,12.98,,,
228,06-26-2024 04:19:51,14.77,88.84,12.97,,,
229,06-26-2024 04:29:51,14.66,89.34,12.94,,,
230,06-26-2024 04:39:51,14.51,89.12,12.75,,,
231,06-26-2024 04:49:51,14.40,89.51,12.72,,,
232,06-26-2024 04:59:51,14.37,89.14,12.63,,,
233,06-26-2024 05:09:51,14.29,88.89,12.50,,,
234,06-26-2024 05:19:51,14.22,89.46,12.53,,,
235,06-26-2024 05:29:51,14.21,89.20,12.47,,,
236,06-26-2024 05:39:51,14.25,89.38,12.54,,,
237,06-26-2024 05:49:51,14.33,89.55,12.65,,,
238,06-26-2024 05:59:51,14.62,87.67,12.62,,,
239,06-26-2024 06:09:51,14.89,84.24,12.27,,,
240,06-26-2024 06:19:51,15.08,85.27,12.64,,,
241,06-26-2024 06:29:51,15.26,83.73,12.54,,,
242,06-26-2024 06:39:51,15.40,84.72,12.85,,,
243,06-26-2024 06:49:51,15.45,82.51,12.51,,,
244,06-26-2024 06:59:51,15.49,82.30,12.50,,,
245,06-26-2024 07:09:51,15.55,82.32,12.57,,,
246,06-26-2024 07:19:51,15.69,80.52,12.36,,,
247,06-26-2024 07:29:51,15.90,83.13,13.06,,,
248,06-26-2024 07:39:51,16.10,83.32,13.29,,,
249,06-26-2024 07:49:51,16.04,81.64,12.91,,,
250,06-26-2024 07:59:51,16.06,82.60,13.12,,,
251,06-26-2024 08:09:51,16.10,80.75,12.81,,,
252,06-26-2024 08:19:51,16.09,83.48,13.31,,,
253,06-26-2024 08:29:51,16.10,81.88,13.02,,,
254,06-26-2024 08:39:51,16.17,82.70,13.24,,,
255,06-26-2024 08:49:51,16.13,84.25,13.49,,,
256,06-26-2024 08:59:51,16.16,83.80,13.44,,,
257,06-26-2024 09:09:51,16.26,84.87,13.73,,,
258,06-26-2024 09:19:51,16.45,83.30,13.63,,,
259,06-26-2024 09:29:51,16.62,83.05,13.74,,,
260,06-26-2024 09:39:51,16.87,83.11,14.01,,,
261,06-26-2024 09:49:51,17.40,81.65,14.24,,,
262,06-26-2024 09:59:51,17.53,79.98,14.06,,,
263,06-26-2024 10:09:51,17.98,80.43,14.58,,,
264,06-26-2024 10:19:51,18.55,78.31,14.73,,,
265,06-26-2024 10:29:51,18.58,76.49,14.39,,,
266,06-26-2024 10:39:51,18.55,78.65,14.79,,,
267,06-26-2024 10:49:51,19.10,78.24,15.24,,,
268,06-26-2024 10:59:51,19.98,73.29,15.07,,,
269,06-26-2024 11:09:51,19.54,75.45,15.10,,,
270,06-26-2024 11:19:51,18.91,77.01,14.82,,,
271,06-26-2024 11:29:51,18.23,78.52,14.46,,,
272,06-26-2024 11:39:51,17.77,79.69,14.24,,,
273,06-26-2024 11:49:51,17.47,80.15,14.03,,,
274,06-26-2024 11:59:51,17.23,81.67,14.09,,,
275,06-26-2024 12:09:51,16.84,77.12,12.83,,,
276,06-26-2024 12:19:51,16.73,80.98,13.47,,,
277,06-26-2024 12:29:51,16.55,79.62,13.04,,,
278,06-26-2024 12:39:51,16.13,84.02,13.45,,,
279,06-26-2024 12:49:51,15.90,82.00,12.85,,,
280,06-26-2024 12:59:51,15.60,82.64,12.67,,,
281,06-26-2024 13:09:51,15.42,84.48,12.83,,,
282,06-26-2024 13:19:51,15.25,86.18,12.97,,,
283,06-26-2024 13:29:51,15.09,85.54,12.70,,,
284,06-26-2024 13:39:51,15.06,85.96,12.75,,,
285,06-26-2024 13:49:51,15.16,84.52,12.59,,,
286,06-26-2024 13:59:51,15.25,82.56,12.31,,,
287,06-26-2024 14:09:51,15.34,84.75,12.81,,,
288,06-26-2024 14:19:51,15.29,85.74,12.93,,,
289,06-26-2024 14:29:51,15.18,88.14,13.25,,,
290,06-26-2024 14:39:51,15.41,87.50,13.36,,,
291,06-26-2024 14:49:51,15.72,88.48,13.84,,,
292,06-26-2024 14:59:51,15.73,84.79,13.20,,,
293,06-26-2024 15:09:51,15.67,84.78,13.13,,,
294,06-26-2024 15:19:51,15.68,88.50,13.80,,,
295,06-26-2024 15:29:51,15.55,87.58,13.51,,,
296,06-26-2024 15:39:51,15.28,89.82,13.64,,,
297,06-26-2024 15:49:51,15.32,90.43,13.78,,,
298,06-26-2024 15:59:51,15.66,89.85,14.02,,,
299,06-26-2024 16:09:51,15.91,90.77,14.42,,,
300,06-26-2024 16:19:51,16.09,86.54,13.87,,,
301,06-26-2024 16:29:51,16.04,85.47,13.63,,,
302,06-26-2024 16:39:51,16.04,83.78,13.32,,,
303,06-26-2024 16:49:51,15.84,84.15,13.18,,,
304,06-26-2024 16:59:51,15.69,84.79,13.16,,,
305,06-26-2024 17:09:51,15.65,84.22,13.01,,,
306,06-26-2024 17:19:51,15.68,86.77,13.50,,,
307,06-26-2024 17:29:51,15.68,87.09,13.55,,,
308,06-26-2024 17:39:51,15.69,86.62,13.48,,,
309,06-26-2024 17:49:51,15.84,86.56,13.62,,,
310,06-26-2024 17:59:51,16.05,84.04,13.38,,,
311,06-26-2024 18:09:51,16.17,81.64,13.04,,,
312,06-26-2024 18:19:51,16.19,81.46,13.04,,,
313,06-26-2024 18:29:51,16.33,79.76,12.85,,,
314,06-26-2024 18:39:51,16.22,78.36,12.47,,,
315,06-26-2024 18:49:51,16.06,79.92,12.61,,,
316,06-26-2024 18:59:51,15.69,81.79,12.60,,,
317,06-26-2024 19:09:51,15.44,82.76,12.54,,,
318,06-26-2024 19:19:51,15.26,81.53,12.14,,,
319,06-26-2024 19:29:51,15.12,84.58,12.56,,,
320,06-26-2024 19:39:51,15.04,84.77,12.51,,,
321,06-26-2024 19:49:51,14.96,85.26,12.52,,,
322,06-26-2024 19:59:51,14.88,85.43,12.48,,,
323,06-26-2024 20:09:51,14.85,85.01,12.37,,,
324,06-26-2024 20:19:51,14.76,85.68,12.40,,,
325,06-26-2024 20:29:51,14.68,86.34,12.44,,,
326,06-26-2024 20:39:51,14.53,87.51,12.50,,,
327,06-26-2024 20:49:51,14.42,89.35,12.71,,,
328,06-26-2024 20:59:51,14.33,89.23,12.59,,,
329,06-26-2024 21:09:51,14.24,88.81,12.44,,,
330,06-26-2024 21:19:51,14.15,90.31,12.60,,,
331,06-26-2024 21:29:51,14.01,91.54,12.68,,,
332,06-26-2024 21:39:51,13.94,92.19,12.71,,,
333,06-26-2024 21:49:51,13.80,92.45,12.62,,,
334,06-26-2024 21:59:51,13.74,92.46,12.56,,,
335,06-26-2024 22:09:51,13.66,92.78,12.53,,,
336,06-26-2024 22:19:51,13.64,92.52,12.47,,,
337,06-26-2024 22:29:51,13.62,92.90,12.50,,,
338,06-26-2024 22:39:51,13.58,93.01,12.49,,,
339,06-26-2024 22:49:51,13.56,93.18,12.50,,,
340,06-26-2024 22:59:51,13.50,92.82,12.37,,,
341,06-26-2024 23:09:51,13.48,93.33,12.44,,,
342,06-26-2024 23:19:51,13.45,92.85,12.33,,,
343,06-26-2024 23:29:51,13.37,92.97,12.28,,,
344,06-26-2024 23:39:51,13.26,92.91,12.16,,,
345,06-26-2024 23:49:51,13.23,93.32,12.19,,,
346,06-26-2024 23:59:51,13.28,93.70,12.30,,,
347,06-27-2024 00:09:51,13.27,93.26,12.22,,,
348,06-27-2024 00:19:51,13.27,93.42,12.25,,,
349,06-27-2024 00:29:51,13.30,93.08,12.22,,,
350,06-27-2024 00:39:51,13.30,92.45,12.12,,,
351,06-27-2024 00:49:51,13.30,92.07,12.05,,,
352,06-27-2024 00:59:51,13.28,92.12,12.04,,,
353,06-27-2024 01:09:51,13.26,92.71,12.12,,,
354,06-27-2024 01:19:51,13.21,92.79,12.08,,,
355,06-27-2024 01:29:51,13.18,93.09,12.10,,,
356,06-27-2024 01:39:51,13.15,92.90,12.04,,,
357,06-27-2024 01:49:51,13.15,93.17,12.08,,,
358,06-27-2024 01:59:51,13.12,93.35,12.08,,,
359,06-27-2024 02:09:51,13.11,93.78,12.14,,,
360,06-27-2024 02:19:51,13.05,93.92,12.11,,,
361,06-27-2024 02:29:51,13.06,94.74,12.25,,,
362,06-27-2024 02:39:51,13.05,95.05,12.29,,,
363,06-27-2024 02:49:51,13.02,95.19,12.29,,,
364,06-27-2024 02:59:51,13.01,96.01,12.41,,,
365,06-27-2024 03:09:51,13.05,96.09,12.46,,,
366,06-27-2024 03:19:51,13.06,96.25,12.49,,,
367,06-27-2024 03:29:51,13.05,96.25,12.48,,,
368,06-27-2024 03:39:51,13.03,96.19,12.45,,,
369,06-27-2024 03:49:51,13.02,96.20,12.45,,,
370,06-27-2024 03:59:51,13.00,96.39,12.45,,,
371,06-27-2024 04:09:51,12.99,96.45,12.45,,,
372,06-27-2024 04:19:51,12.91,96.57,12.40,,,
373,06-27-2024 04:29:51,12.93,96.81,12.45,,,
374,06-27-2024 04:39:51,12.96,96.94,12.50,,,
375,06-27-2024 04:49:51,12.94,96.93,12.48,,,
376,06-27-2024 04:59:51,12.96,97.10,12.53,,,
377,06-27-2024 05:09:51,12.95,97.12,12.52,,,
378,06-27-2024 05:19:51,12.90,97.22,12.49,,,
379,06-27-2024 05:29:51,12.86,97.35,12.47,,,
380,06-27-2024 05:39:51,12.85,97.43,12.47,,,
381,06-27-2024 05:49:51,12.86,97.55,12.50,,,
382,06-27-2024 05:59:51,12.91,97.59,12.56,,,
383,06-27-2024 06:09:51,12.95,97.66,12.60,,,
384,06-27-2024 06:19:51,13.01,97.68,12.66,,,
385,06-27-2024 06:29:51,13.07,97.63,12.72,,,
386,06-27-2024 06:39:51,13.26,97.81,12.93,,,
387,06-27-2024 06:49:51,13.51,97.84,13.20,,,
388,06-27-2024 06:59:51,13.64,97.49,13.27,,,
389,06-27-2024 07:09:51,13.51,97.31,13.10,,,
390,06-27-2024 07:19:51,13.48,97.24,13.07,,,
391,06-27-2024 07:29:51,13.55,97.55,13.18,,,
392,06-27-2024 07:39:51,13.67,97.47,13.30,,,
393,06-27-2024 07:49:51,13.97,97.76,13.64,,,
394,06-27-2024 07:59:51,14.26,97.51,13.89,,,
395,06-27-2024 08:09:51,14.32,96.52,13.79,,,
396,06-27-2024 08:19:51,14.37,96.24,13.79,,,
397,06-27-2024 08:29:51,14.41,95.91,13.78,,,
398,06-27-2024 08:39:51,14.64,94.72,13.82,,,
399,06-27-2024 08:49:51,14.58,95.00,13.81,,,
400,06-27-2024 08:59:51,14.51,94.51,13.66,,,
401,06-27-2024 09:09:51,14.50,93.72,13.51,,,
402,06-27-2024 09:19:51,14.52,93.16,13.45,,,
403,06-27-2024 09:29:51,14.45,92.51,13.27,,,
404,06-27-2024 09:39:51,14.63,92.50,13.45,,,
405,06-27-2024 09:49:51,14.98,92.18,13.74,,,
406,06-27-2024 09:59:51,14.84,90.36,13.30,,,
407,06-27-2024 10:09:51,14.70,91.13,13.29,,,
408,06-27-2024 10:19:51,15.10,91.49,13.74,,,
409,06-27-2024 10:29:51,15.58,88.83,13.76,,,
410,06-27-2024 10:39:51,15.63,88.15,13.69,,,
411,06-27-2024 10:49:51,15.21,89.45,13.50,,,
412,06-27-2024 10:59:51,15.07,91.27,13.67,,,
413,06-27-2024 11:09:51,15.12,90.69,13.63,,,
414,06-27-2024 11:19:51,15.42,90.93,13.96,,,
415,06-27-2024 11:29:51,15.65,90.71,14.15,,,
416,06-27-2024 11:39:51,15.69,91.70,14.36,,,
417,06-27-2024 11:49:51,15.56,89.26,13.82,,,
418,06-27-2024 11:59:51,15.44,91.36,14.06,,,
419,06-27-2024 12:09:51,15.61,91.21,14.20,,,
420,06-27-2024 12:19:51,15.08,91.29,13.69,,,
421,06-27-2024 12:29:51,14.80,92.21,13.56,,,
422,06-27-2024 12:39:51,14.79,93.42,13.75,,,
423,06-27-2024 12:49:51,14.80,92.01,13.53,,,
424,06-27-2024 12:59:51,15.04,90.61,13.54,,,
425,06-27-2024 13:09:51,15.12,89.40,13.40,,,
426,06-27-2024 13:19:51,15.04,90.98,13.60,,,
427,06-27-2024 13:29:51,14.96,89.34,13.24,,,
428,06-27-2024 13:39:51,14.85,90.55,13.34,,,
429,06-27-2024 13:49:51,14.73,90.71,13.24,,,
430,06-27-2024 13:59:51,14.59,91.22,13.19,,,
431,06-27-2024 14:09:51,14.51,91.78,13.21,,,
432,06-27-2024 14:19:51,14.53,91.63,13.20,,,
433,06-27-2024 14:29:51,14.59,91.65,13.26,,,
434,06-27-2024 14:39:51,14.64,91.72,13.32,,,
435,06-27-2024 14:49:51,14.57,91.91,13.29,,,
436,06-27-2024 14:59:51,14.48,92.13,13.24,,,
437,06-27-2024 15:09:51,14.46,91.73,13.15,,,
438,06-27-2024 15:19:51,14.44,90.50,12.93,,,
439,06-27-2024 15:29:51,14.40,92.54,13.23,,,
440,06-27-2024 15:39:51,14.37,92.91,13.25,,,
441,06-27-2024 15:49:51,14.36,93.47,13.34,,,
442,06-27-2024 15:59:51,14.33,92.14,13.09,,,
443,06-27-2024 16:09:51,14.30,91.69,12.99,,,
444,06-27-2024 16:19:51,14.42,91.29,13.03,,,
445,06-27-2024 16:29:51,14.46,91.14,13.05,,,
446,06-27-2024 16:39:51,14.52,91.35,13.14,,,
447,06-27-2024 16:49:51,14.55,91.87,13.26,,,
448,06-27-2024 16:59:51,14.59,90.95,13.15,,,
449,06-27-2024 17:09:51,14.58,90.06,12.99,,,
450,06-27-2024 17:19:51,14.46,90.85,13.00,,,
451,06-27-2024 17:29:51,14.58,91.47,13.23,,,
452,06-27-2024 17:39:51,14.67,90.86,13.21,,,
453,06-27-2024 17:49:51,14.57,90.93,13.12,,,
454,06-27-2024 17:59:51,14.58,90.60,13.08,,,
455,06-27-2024 18:09:51,14.62,91.53,13.27,,,
456,06-27-2024 18:19:51,14.66,91.46,13.30,,,
457,06-27-2024 18:29:51,14.68,90.58,13.17,,,
458,06-27-2024 18:39:51,14.58,91.01,13.15,,,
459,06-27-2024 18:49:51,14.56,92.20,13.33,,,
460,06-27-2024 18:59:51,14.56,92.78,13.42,,,
461,06-27-2024 19:09:51,14.51,92.20,13.28,,,
462,06-27-2024 19:19:51,14.51,93.26,13.45,,,
463,06-27-2024 19:29:51,14.48,93.22,13.41,,,
