#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Started Offset,Host Connected,End of File
70,03-11-2025 03:46:54,4.26,90.41,2.84,,,,
71,03-11-2025 03:56:54,4.27,90.50,2.86,,,,
72,03-11-2025 04:06:54,4.30,90.36,2.87,,,,
73,03-11-2025 04:16:54,4.30,90.26,2.84,,,,
74,03-11-2025 04:26:54,4.30,90.43,2.88,,,,
75,03-11-2025 04:36:54,4.32,90.19,2.86,,,,
76,03-11-2025 04:46:54,4.32,90.69,2.93,,,,
77,03-11-2025 04:56:54,4.33,90.92,2.98,,,,
78,03-11-2025 05:06:54,4.31,90.96,2.97,,,,
79,03-11-2025 05:16:54,4.31,90.99,2.97,,,,
80,03-11-2025 05:26:54,4.31,90.90,2.96,,,,
81,03-11-2025 05:36:54,4.32,90.66,2.93,,,,
82,03-11-2025 05:46:54,4.34,90.78,2.97,,,,
83,03-11-2025 05:56:54,4.34,91.03,3.00,,,,
84,03-11-2025 06:06:54,4.36,91.19,3.05,,,,
85,03-11-2025 06:16:54,4.36,91.29,3.07,,,,
86,03-11-2025 06:26:54,4.38,91.31,3.09,,,,
87,03-11-2025 06:36:54,4.39,91.38,3.11,,,,
88,03-11-2025 06:46:54,4.38,91.28,3.09,,,,
89,03-11-2025 06:56:54,4.37,91.45,3.10,,,,
90,03-11-2025 07:06:54,4.35,91.48,3.09,,,,
91,03-11-2025 07:16:54,4.34,91.76,3.12,,,,
92,03-11-2025 07:26:54,4.34,92.05,3.16,,,,
93,03-11-2025 07:36:54,4.32,92.22,3.17,,,,
94,03-11-2025 07:46:54,4.33,92.52,3.22,,,,
95,03-11-2025 07:56:54,4.35,92.76,3.28,,,,
96,03-11-2025 08:06:54,4.37,93.02,3.35,,,,
97,03-11-2025 08:16:54,4.38,93.13,3.37,,,,
98,03-11-2025 08:26:54,4.41,93.31,3.43,,,,
99,03-11-2025 08:36:54,4.43,93.34,3.45,,,,
100,03-11-2025 08:46:54,4.44,93.26,3.45,,,,
101,03-11-2025 08:56:54,4.46,93.13,3.45,,,,
102,03-11-2025 09:06:54,4.53,93.20,3.53,,,,
103,03-11-2025 09:16:54,4.62,93.43,3.65,,,,
104,03-11-2025 09:26:54,4.71,93.43,3.74,,,,
105,03-11-2025 09:36:54,4.80,93.85,3.90,,,,
106,03-11-2025 09:46:54,4.94,93.96,4.05,,,,
107,03-11-2025 09:56:54,5.07,93.89,4.17,,,,
108,03-11-2025 10:06:54,5.29,93.62,4.35,,,,
109,03-11-2025 10:16:54,5.45,93.07,4.42,,,,
110,03-11-2025 10:26:54,5.56,92.81,4.49,,,,
111,03-11-2025 10:36:54,5.63,92.43,4.50,,,,
112,03-11-2025 10:46:54,5.67,92.12,4.50,,,,
113,03-11-2025 10:56:54,5.79,91.95,4.59,,,,
114,03-11-2025 11:06:54,5.97,91.51,4.70,,,,
115,03-11-2025 11:16:54,5.98,91.15,4.65,,,,
116,03-11-2025 11:26:54,5.91,90.68,4.51,,,,
117,03-11-2025 11:36:54,5.95,90.70,4.55,,,,
118,03-11-2025 11:46:54,6.18,90.45,4.74,,,,
119,03-11-2025 11:56:54,6.66,89.89,5.13,,,,
120,03-11-2025 12:06:54,6.97,87.24,5.01,,,,
121,03-11-2025 12:16:54,7.11,85.93,4.92,,,,
122,03-11-2025 12:26:54,6.94,85.54,4.69,,,,
123,03-11-2025 12:36:54,6.68,86.89,4.66,,,,
124,03-11-2025 12:46:54,6.71,87.22,4.74,,,,
125,03-11-2025 12:56:54,6.77,86.71,4.72,,,,
126,03-11-2025 13:06:54,6.70,86.41,4.59,,,,
127,03-11-2025 13:16:54,6.64,85.97,4.47,,,,
128,03-11-2025 13:26:54,6.55,84.64,4.16,,,,
129,03-11-2025 13:36:54,6.48,86.33,4.36,,,,
130,03-11-2025 13:46:54,6.37,86.30,4.26,,,,
131,03-11-2025 13:56:54,6.38,87.65,4.49,,,,
132,03-11-2025 14:06:54,6.48,88.34,4.69,,,,
133,03-11-2025 14:16:54,6.66,87.82,4.79,,,,
134,03-11-2025 14:26:54,6.73,87.58,4.82,,,,
135,03-11-2025 14:36:54,6.90,87.66,5.00,,,,
136,03-11-2025 14:46:54,6.94,86.94,4.93,,,,
137,03-11-2025 14:56:54,6.86,86.98,4.85,,,,
138,03-11-2025 15:06:54,6.86,87.09,4.87,,,,
139,03-11-2025 15:16:54,6.72,87.13,4.73,,,,
140,03-11-2025 15:26:54,6.72,88.23,4.92,,,,
141,03-11-2025 15:36:54,6.80,87.68,4.91,,,,
142,03-11-2025 15:46:54,7.09,88.38,5.31,,,,
143,03-11-2025 15:56:54,7.26,87.25,5.28,,,,
144,03-11-2025 16:06:54,7.12,88.15,5.29,,,,
145,03-11-2025 16:16:54,6.94,86.97,4.93,,,,
146,03-11-2025 16:26:54,6.89,86.91,4.87,,,,
147,03-11-2025 16:36:54,6.89,87.11,4.90,,,,
148,03-11-2025 16:46:54,6.83,86.94,4.81,,,,
149,03-11-2025 16:56:54,6.83,87.42,4.89,,,,
150,03-11-2025 17:06:54,6.78,86.82,4.75,,,,
151,03-11-2025 17:16:54,6.81,87.09,4.82,,,,
152,03-11-2025 17:26:54,6.83,87.98,4.99,,,,
153,03-11-2025 17:36:54,6.67,86.30,4.55,,,,
154,03-11-2025 17:46:54,6.57,86.41,4.47,,,,
155,03-11-2025 17:56:54,6.43,87.42,4.50,,,,
156,03-11-2025 18:06:54,6.29,87.67,4.40,,,,
157,03-11-2025 18:16:54,6.16,87.81,4.29,,,,
158,03-11-2025 18:26:54,6.07,88.40,4.30,,,,
159,03-11-2025 18:36:54,5.93,87.93,4.09,,,,
160,03-11-2025 18:46:54,5.82,88.62,4.09,,,,
161,03-11-2025 18:56:54,5.70,88.22,3.91,,,,
162,03-11-2025 19:06:54,5.62,88.88,3.93,,,,
163,03-11-2025 19:16:54,5.54,89.39,3.93,,,,
164,03-11-2025 19:26:54,5.49,89.93,3.98,,,,
165,03-11-2025 19:36:54,5.46,90.34,4.01,,,,
166,03-11-2025 19:46:54,5.43,90.91,4.07,,,,
167,03-11-2025 19:56:54,5.39,91.04,4.05,,,,
168,03-11-2025 20:06:54,5.34,91.04,4.00,,,,
169,03-11-2025 20:16:54,5.29,91.39,4.00,,,,
170,03-11-2025 20:26:54,5.26,91.61,4.01,,,,
171,03-11-2025 20:36:54,5.23,91.43,3.96,,,,
172,03-11-2025 20:46:54,5.20,91.21,3.89,,,,
173,03-11-2025 20:56:54,5.20,90.82,3.83,,,,
174,03-11-2025 21:06:54,5.17,90.91,3.81,,,,
175,03-11-2025 21:16:54,5.15,91.04,3.81,,,,
176,03-11-2025 21:26:54,5.13,91.24,3.83,,,,
177,03-11-2025 21:36:54,5.11,90.94,3.75,,,,
178,03-11-2025 21:46:54,5.08,91.18,3.77,,,,
179,03-11-2025 21:56:54,5.05,91.43,3.78,,,,
180,03-11-2025 22:06:54,4.96,91.22,3.65,,,,
181,03-11-2025 22:16:54,4.83,91.01,3.49,,,,
182,03-11-2025 22:26:54,4.72,90.86,3.36,,,,
183,03-11-2025 22:36:54,4.66,91.16,3.35,,,,
184,03-11-2025 22:46:54,4.62,91.42,3.34,,,,
185,03-11-2025 22:56:54,4.60,91.65,3.36,,,,
186,03-11-2025 23:06:54,4.58,91.64,3.34,,,,
187,03-11-2025 23:16:54,4.56,91.84,3.35,,,,
188,03-11-2025 23:26:54,4.57,92.22,3.42,,,,
189,03-11-2025 23:36:54,4.56,92.16,3.40,,,,
190,03-11-2025 23:46:54,4.54,91.70,3.31,,,,
191,03-11-2025 23:56:54,4.52,91.83,3.31,,,,
192,03-12-2025 00:06:54,4.51,91.67,3.27,,,,
193,03-12-2025 00:16:54,4.49,92.11,3.33,,,,
194,03-12-2025 00:26:54,4.46,92.62,3.37,,,,
195,03-12-2025 00:36:54,4.44,92.92,3.40,,,,
196,03-12-2025 00:46:54,4.44,92.91,3.39,,,,
197,03-12-2025 00:56:54,4.44,92.88,3.40,,,,
198,03-12-2025 01:06:54,4.47,93.03,3.45,,,,
199,03-12-2025 01:16:54,4.48,93.18,3.48,,,,
200,03-12-2025 01:26:54,4.49,93.30,3.51,,,,
201,03-12-2025 01:36:54,4.51,93.41,3.54,,,,
202,03-12-2025 01:46:54,4.53,93.27,3.54,,,,
203,03-12-2025 01:56:54,4.55,93.28,3.56,,,,
204,03-12-2025 02:06:54,4.58,93.45,3.61,,,,
205,03-12-2025 02:16:54,4.59,93.41,3.62,,,,
206,03-12-2025 02:26:54,4.62,93.55,3.67,,,,
207,03-12-2025 02:36:54,4.64,93.71,3.71,,,,
208,03-12-2025 02:46:54,4.66,93.84,3.76,,,,
209,03-12-2025 02:56:54,4.69,93.96,3.80,,,,
210,03-12-2025 03:06:54,4.69,94.09,3.82,,,,
211,03-12-2025 03:16:54,4.68,94.04,3.81,,,,
212,03-12-2025 03:26:54,4.67,94.20,3.82,,,,
213,03-12-2025 03:36:54,4.66,94.23,3.82,,,,
214,03-12-2025 03:46:54,4.67,94.29,3.83,,,,
215,03-12-2025 03:56:54,4.69,94.35,3.87,,,,
216,03-12-2025 04:06:54,4.70,94.54,3.90,,,,
217,03-12-2025 04:16:54,4.70,94.58,3.91,,,,
218,03-12-2025 04:26:54,4.69,94.64,3.91,,,,
219,03-12-2025 04:36:54,4.69,94.78,3.92,,,,
220,03-12-2025 04:46:54,4.68,94.92,3.94,,,,
221,03-12-2025 04:56:54,4.67,95.04,3.95,,,,
222,03-12-2025 05:06:54,4.69,95.24,3.99,,,,
223,03-12-2025 05:16:54,4.70,95.32,4.02,,,,
224,03-12-2025 05:26:54,4.73,95.43,4.07,,,,
225,03-12-2025 05:36:54,4.76,95.39,4.09,,,,
226,03-12-2025 05:46:54,4.75,95.34,4.07,,,,
227,03-12-2025 05:56:54,4.74,95.30,4.06,,,,
228,03-12-2025 06:06:54,4.75,95.21,4.05,,,,
229,03-12-2025 06:16:54,4.75,95.20,4.05,,,,
230,03-12-2025 06:26:54,4.74,95.19,4.04,,,,
231,03-12-2025 06:36:54,4.74,95.22,4.04,,,,
232,03-12-2025 06:46:54,4.73,95.09,4.02,,,,
233,03-12-2025 06:56:54,4.73,94.96,4.00,,,,
234,03-12-2025 07:06:54,4.72,94.93,3.98,,,,
235,03-12-2025 07:16:54,4.71,94.91,3.97,,,,
236,03-12-2025 07:26:54,4.71,94.90,3.97,,,,
237,03-12-2025 07:36:54,4.71,94.86,3.96,,,,
238,03-12-2025 07:46:54,4.71,94.69,3.93,,,,
239,03-12-2025 07:56:54,4.69,94.58,3.89,,,,
240,03-12-2025 08:06:54,4.72,94.71,3.94,,,,
241,03-12-2025 08:16:54,4.75,94.69,3.97,,,,
242,03-12-2025 08:26:54,4.80,94.74,4.03,,,,
243,03-12-2025 08:36:54,4.84,94.62,4.05,,,,
244,03-12-2025 08:46:54,4.90,94.52,4.10,,,,
245,03-12-2025 08:56:54,4.98,94.49,4.17,,,,
246,03-12-2025 09:06:54,5.04,94.51,4.23,,,,
247,03-12-2025 09:16:54,5.10,94.36,4.27,,,,
248,03-12-2025 09:26:54,5.14,94.23,4.29,,,,
249,03-12-2025 09:36:54,5.25,94.58,4.46,,,,
250,03-12-2025 09:46:54,5.40,94.63,4.61,,,,
251,03-12-2025 09:56:54,5.52,94.11,4.65,,,,
252,03-12-2025 10:06:54,5.62,93.79,4.70,,,,
253,03-12-2025 10:16:54,5.73,93.66,4.79,,,,
254,03-12-2025 10:26:54,5.91,93.71,4.98,,,,
255,03-12-2025 10:36:54,6.03,92.21,4.87,,,,
256,03-12-2025 10:46:54,6.07,92.20,4.90,,,,
257,03-12-2025 10:56:54,6.15,91.88,4.93,,,,
258,03-12-2025 11:06:54,6.32,91.80,5.09,,,,
259,03-12-2025 11:16:54,6.42,92.41,5.29,,,,
260,03-12-2025 11:26:54,6.43,92.15,5.26,,,,
261,03-12-2025 11:36:54,6.48,91.83,5.25,,,,
262,03-12-2025 11:46:54,6.54,91.65,5.29,,,,
263,03-12-2025 11:56:54,6.67,91.72,5.43,,,,
264,03-12-2025 12:06:54,6.99,92.24,5.82,,,,
265,03-12-2025 12:16:54,7.17,92.43,6.03,,,,
266,03-12-2025 12:26:54,7.31,91.66,6.05,,,,
267,03-12-2025 12:36:54,7.16,91.79,5.92,,,,
268,03-12-2025 12:46:54,7.12,92.83,6.05,,,,
269,03-12-2025 12:56:54,7.16,93.02,6.11,,,,
270,03-12-2025 13:06:54,7.31,93.59,6.35,,,,
271,03-12-2025 13:16:54,7.60,94.00,6.70,,,,
272,03-12-2025 13:26:54,7.86,93.24,6.84,,,,
273,03-12-2025 13:36:54,7.87,91.95,6.65,,,,
274,03-12-2025 13:46:54,7.64,91.94,6.42,,,,
275,03-12-2025 13:56:54,7.44,92.31,6.28,,,,
276,03-12-2025 14:06:54,7.35,91.96,6.14,,,,
277,03-12-2025 14:16:54,7.51,92.10,6.32,,,,
278,03-12-2025 14:26:54,7.70,91.92,6.47,,,,
279,03-12-2025 14:36:54,7.98,91.84,6.74,,,,
280,03-12-2025 14:46:54,8.19,90.95,6.81,,,,
281,03-12-2025 14:56:54,8.12,87.73,6.22,,,,
282,03-12-2025 15:06:54,7.94,88.08,6.10,,,,
283,03-12-2025 15:16:54,7.80,88.79,6.08,,,,
284,03-12-2025 15:26:54,7.76,89.79,6.19,,,,
285,03-12-2025 15:36:54,7.83,91.04,6.46,,,,
286,03-12-2025 15:46:54,8.21,91.57,6.93,,,,
287,03-12-2025 15:56:54,8.26,89.33,6.62,,,,
288,03-12-2025 16:06:54,8.20,89.91,6.65,,,,
289,03-12-2025 16:16:54,8.12,89.29,6.48,,,,
290,03-12-2025 16:26:54,7.87,89.02,6.18,,,,
291,03-12-2025 16:36:54,7.77,89.14,6.10,,,,
292,03-12-2025 16:46:54,7.66,89.39,6.04,,,,
293,03-12-2025 16:56:54,7.55,90.33,6.07,,,,
294,03-12-2025 17:06:54,7.41,90.09,5.89,,,,
295,03-12-2025 17:16:54,7.26,90.04,5.75,,,,
296,03-12-2025 17:26:54,7.19,90.15,5.69,,,,
297,03-12-2025 17:36:54,7.17,91.04,5.81,,,,
298,03-12-2025 17:46:54,7.19,91.62,5.92,,,,
299,03-12-2025 17:56:54,7.16,91.47,5.87,,,,
300,03-12-2025 18:06:54,7.09,90.79,5.70,,,,
301,03-12-2025 18:16:54,6.97,90.53,5.53,,,,
302,03-12-2025 18:26:54,6.83,90.26,5.35,,,,
303,03-12-2025 18:36:54,6.75,90.17,5.26,,,,
304,03-12-2025 18:46:54,6.58,90.01,5.06,,,,
305,03-12-2025 18:56:54,6.38,89.94,4.86,,,,
306,03-12-2025 19:06:54,6.24,90.24,4.77,,,,
307,03-12-2025 19:16:54,6.16,90.53,4.73,,,,
308,03-12-2025 19:26:54,6.11,91.03,4.76,,,,
309,03-12-2025 19:36:54,6.08,91.48,4.80,,,,
310,03-12-2025 19:46:54,6.05,91.69,4.80,,,,
311,03-12-2025 19:56:54,6.01,91.91,4.80,,,,
312,03-12-2025 20:06:54,5.97,92.30,4.82,,,,
313,03-12-2025 20:16:54,5.90,92.20,4.73,,,,
314,03-12-2025 20:26:54,5.83,92.16,4.66,,,,
315,03-12-2025 20:36:54,5.78,92.32,4.64,,,,
316,03-12-2025 20:46:54,5.76,92.85,4.69,,,,
317,03-12-2025 20:56:54,5.76,93.21,4.75,,,,
318,03-12-2025 21:06:54,5.73,93.30,4.74,,,,
319,03-12-2025 21:16:54,5.67,93.05,4.64,,,,
320,03-12-2025 21:26:54,5.64,93.24,4.64,,,,
321,03-12-2025 21:36:54,5.59,93.13,4.57,,,,
322,03-12-2025 21:46:54,5.54,92.95,4.49,,,,
323,03-12-2025 21:56:54,5.52,93.05,4.49,,,,
324,03-12-2025 22:06:54,5.48,93.34,4.50,,,,
325,03-12-2025 22:16:54,5.41,93.21,4.41,,,,
326,03-12-2025 22:26:54,5.38,93.18,4.37,,,,
327,03-12-2025 22:36:54,5.35,93.26,4.35,,,,
328,03-12-2025 22:46:54,5.34,93.60,4.39,,,,
329,03-12-2025 22:56:54,5.34,94.01,4.46,,,,
330,03-12-2025 23:06:54,5.35,94.29,4.51,,,,
331,03-12-2025 23:16:54,5.38,94.49,4.57,,,,
332,03-12-2025 23:26:54,5.41,94.82,4.65,,,,
333,03-12-2025 23:36:54,5.43,94.92,4.69,,,,
334,03-12-2025 23:46:54,5.43,94.80,4.67,,,,
335,03-12-2025 23:56:54,5.42,94.73,4.65,,,,
336,03-13-2025 00:06:54,5.40,94.73,4.62,,,,
337,03-13-2025 00:16:54,5.38,94.74,4.61,,,,
338,03-13-2025 00:26:54,5.37,94.78,4.61,,,,
339,03-13-2025 00:36:54,5.34,94.73,4.57,,,,
340,03-13-2025 00:46:54,5.34,94.90,4.59,,,,
341,03-13-2025 00:56:54,5.35,95.05,4.62,,,,
342,03-13-2025 01:06:54,5.37,95.15,4.66,,,,
343,03-13-2025 01:16:54,5.37,95.20,4.66,,,,
344,03-13-2025 01:26:54,5.34,95.15,4.63,,,,
345,03-13-2025 01:36:54,5.26,94.88,4.51,,,,
346,03-13-2025 01:46:54,5.19,94.75,4.42,,,,
347,03-13-2025 01:56:54,5.17,94.83,4.41,,,,
348,03-13-2025 02:06:54,5.12,94.85,4.37,,,,
349,03-13-2025 02:16:54,5.14,95.11,4.43,,,,
350,03-13-2025 02:26:54,5.16,95.30,4.48,,,,
351,03-13-2025 02:36:54,5.11,95.03,4.38,,,,
352,03-13-2025 02:46:54,5.03,94.84,4.27,,,,
353,03-13-2025 02:56:54,4.96,94.69,4.18,,,,
354,03-13-2025 03:06:54,4.94,94.78,4.17,,,,
355,03-13-2025 03:16:54,4.97,94.79,4.21,,,,
356,03-13-2025 03:26:54,4.95,94.61,4.16,,,,
357,03-13-2025 03:36:54,5.01,94.83,4.26,,,,
358,03-13-2025 03:46:54,5.05,94.60,4.26,,,,
359,03-13-2025 03:56:54,5.05,94.30,4.21,,,,
360,03-13-2025 04:06:54,5.05,94.29,4.22,,,,
361,03-13-2025 04:16:54,5.05,94.17,4.20,,,,
362,03-13-2025 04:26:54,5.04,93.64,4.10,,,,
363,03-13-2025 04:36:54,4.95,93.25,3.96,,,,
364,03-13-2025 04:46:54,4.83,93.51,3.88,,,,
365,03-13-2025 04:56:54,4.84,93.61,3.90,,,,
366,03-13-2025 05:06:54,4.82,93.51,3.86,,,,
367,03-13-2025 05:16:54,4.80,93.37,3.82,,,,
368,03-13-2025 05:26:54,4.72,93.28,3.73,,,,
369,03-13-2025 05:36:54,4.60,92.78,3.54,,,,
370,03-13-2025 05:46:54,4.47,92.55,3.37,,,,
371,03-13-2025 05:56:54,4.33,92.56,3.23,,,,
372,03-13-2025 06:06:54,4.19,92.52,3.09,,,,
373,03-13-2025 06:16:54,4.16,93.14,3.16,,,,
374,03-13-2025 06:26:54,4.09,93.12,3.08,,,,
375,03-13-2025 06:36:54,4.05,93.41,3.09,,,,
376,03-13-2025 06:46:54,4.18,94.15,3.32,,,,
377,03-13-2025 06:56:54,4.29,94.11,3.43,,,,
378,03-13-2025 07:06:54,4.23,93.14,3.23,,,,
379,03-13-2025 07:16:54,4.08,93.05,3.06,,,,
380,03-13-2025 07:26:54,3.90,92.76,2.84,,,,
381,03-13-2025 07:36:54,3.86,93.53,2.91,,,,
382,03-13-2025 07:46:54,3.81,93.44,2.85,,,,
383,03-13-2025 07:56:54,3.87,94.05,3.00,,,,
384,03-13-2025 08:06:54,3.98,94.37,3.16,,,,
385,03-13-2025 08:16:54,4.06,94.16,3.21,,,,
386,03-13-2025 08:26:54,4.10,93.93,3.21,,,,
387,03-13-2025 08:36:54,4.19,93.91,3.30,,,,
388,03-13-2025 08:46:54,4.48,93.89,3.59,,,,
389,03-13-2025 08:56:54,4.62,92.56,3.52,,,,
390,03-13-2025 09:06:54,4.54,92.35,3.41,,,,
391,03-13-2025 09:16:54,4.46,92.50,3.35,,,,
392,03-13-2025 09:26:54,4.59,92.79,3.53,,,,
393,03-13-2025 09:36:54,5.07,93.90,4.17,,,,
394,03-13-2025 09:46:54,6.23,92.93,5.17,,,,
395,03-13-2025 09:56:54,7.12,89.39,5.50,,,,
396,03-13-2025 10:06:54,8.01,87.36,6.04,,,,
397,03-13-2025 10:16:54,8.44,81.78,5.51,,,,
398,03-13-2025 10:26:54,9.06,81.30,6.04,,,,
399,03-13-2025 10:36:54,9.43,79.63,6.09,,,,
400,03-13-2025 10:46:54,10.28,78.90,6.79,,,,
401,03-13-2025 10:56:54,10.82,76.49,6.86,,,,
402,03-13-2025 11:06:54,11.41,75.85,7.31,,,,
403,03-13-2025 11:16:54,11.90,71.43,6.91,,,,
404,03-13-2025 11:26:54,11.40,67.98,5.71,,,,
405,03-13-2025 11:36:54,11.00,70.03,5.76,,,,
406,03-13-2025 11:46:54,11.44,73.82,6.95,,,,
407,03-13-2025 11:56:54,12.23,70.87,7.11,,,,
408,03-13-2025 12:06:54,12.61,67.11,6.68,,,,
409,03-13-2025 12:16:54,13.14,69.28,7.65,,,,
410,03-13-2025 12:26:54,13.52,68.14,7.77,,,,
411,03-13-2025 12:36:54,13.73,66.91,7.71,,,,
412,03-13-2025 12:46:54,13.60,67.70,7.75,,,,
413,03-13-2025 12:56:54,13.85,65.26,7.46,,,,
414,03-13-2025 13:06:54,14.05,66.78,7.98,,,,
415,03-13-2025 13:16:54,13.93,63.23,7.07,,,,
416,03-13-2025 13:26:54,13.37,61.90,6.23,,,,
417,03-13-2025 13:36:54,12.80,62.74,5.89,,,,
418,03-13-2025 13:46:54,12.74,62.00,5.66,,,,
419,03-13-2025 13:56:54,11.79,66.70,5.81,,,,
420,03-13-2025 14:06:54,11.15,66.59,5.18,,,,
421,03-13-2025 14:16:54,10.53,70.16,5.33,,,,
422,03-13-2025 14:26:54,9.61,65.26,3.42,,,,
423,03-13-2025 14:36:54,8.37,70.09,3.25,,,,
424,03-13-2025 14:46:54,8.08,77.44,4.38,,,,
425,03-13-2025 14:56:54,10.26,71.36,5.31,,,,
426,03-13-2025 15:06:54,10.32,67.07,4.49,,,,
427,03-13-2025 15:16:54,9.49,79.34,6.10,,,,
428,03-13-2025 15:26:54,9.74,78.49,6.19,,,,
429,03-13-2025 15:36:54,10.04,77.69,6.33,,,,
430,03-13-2025 15:46:54,9.63,71.58,4.76,,,,
431,03-13-2025 15:56:54,8.90,73.05,4.34,,,,
432,03-13-2025 16:06:54,8.70,74.84,4.50,,,,
433,03-13-2025 16:16:54,8.22,74.72,4.01,,,,
434,03-13-2025 16:26:54,7.96,75.55,3.91,,,,
435,03-13-2025 16:36:54,7.70,78.73,4.25,,,,
436,03-13-2025 16:46:54,7.60,80.31,4.44,,,,
437,03-13-2025 16:56:54,7.56,76.73,3.75,,,,
438,03-13-2025 17:06:54,7.34,80.57,4.23,,,,
439,03-13-2025 17:16:54,7.16,83.46,4.55,,,,
440,03-13-2025 17:26:54,7.76,81.16,4.74,,,,
441,03-13-2025 17:36:54,8.20,80.16,5.00,,,,
442,03-13-2025 17:46:54,7.67,78.84,4.24,,,,
443,03-13-2025 17:56:54,7.19,81.05,4.17,,,,
444,03-13-2025 18:06:54,6.91,81.15,3.91,,,,
445,03-13-2025 18:16:54,9.55,82.51,6.72,,,,
446,03-13-2025 18:26:54,7.60,75.97,3.64,,,,
447,03-13-2025 18:36:54,6.88,77.47,3.23,,,,
448,03-13-2025 18:46:54,6.34,78.78,2.93,,,,
